INGREDIENT_NAME,ROUTE,DOSAGE_FORM,CAS_NUMBER,UNII,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
SODIUM PHOSPHATE,ORAL,SUSPENSION,7632055,SE337SVY37,40,mg,,,
SODIUM PHOSPHATE,ORAL,SYRUP,7632055,SE337SVY37,1.5,mg/1ml,,,
SODIUM PHOSPHATE,ORAL,TABLET,7632055,SE337SVY37,16,mg,,,
SODIUM PHOSPHATE,SUBCUTANEOUS,INJECTION,7632055,SE337SVY37,0.38,%w/v,,,
SODIUM PHOSPHATE,TOPICAL,CREAM,7632055,SE337SVY37,,NA,,,
SODIUM PHOSPHATE,TOPICAL,OINTMENT,7632055,SE337SVY37,0.15,%w/w,,,
SODIUM PHOSPHATE,TOPICAL,SOAP,7632055,SE337SVY37,0.21,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC",INTRADERMAL,INJECTION,10140655,GR686LBA74,0.2,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAMUSCULAR,INJECTION,10140655,GR686LBA74,40,mg,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",10140655,GR686LBA74,40,mg,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAVENOUS,INJECTION,10140655,GR686LBA74,200,mg,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",10140655,GR686LBA74,40,mg,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",10140655,GR686LBA74,32.5,mg,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAVENOUS,"INJECTION, SOLUTION",10140655,GR686LBA74,,ADJ PH,,,
"SODIUM PHOSPHATE, DIBASIC",INTRAVENOUS,SOLUTION,10140655,GR686LBA74,,,52,mg,
"SODIUM PHOSPHATE, DIBASIC",NASAL,"SPRAY, METERED",10140655,GR686LBA74,3,mg/1ml,,,
"SODIUM PHOSPHATE, DIBASIC",OPHTHALMIC,SOLUTION,10140655,GR686LBA74,0.5,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC",OPHTHALMIC,SOLUTION/ DROPS,10140655,GR686LBA74,0.51,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC",OPHTHALMIC,SUSPENSION,10140655,GR686LBA74,0.43,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC",ORAL,CONCENTRATE,10140655,GR686LBA74,17,mg/5ml,,,
"SODIUM PHOSPHATE, DIBASIC",ORAL,"FILM, SOLUBLE",10140655,GR686LBA74,,,9,mg,
"SODIUM PHOSPHATE, DIBASIC",ORAL,LOZENGE,10140655,GR686LBA74,31,mg,,,
"SODIUM PHOSPHATE, DIBASIC",ORAL,SOLUTION,10140655,GR686LBA74,40,mg/1ml,,,
"SODIUM PHOSPHATE, DIBASIC",ORAL,SYRUP,10140655,GR686LBA74,13.7,mg/5ml,,,
"SODIUM PHOSPHATE, DIBASIC",ORAL,"TABLET, EXTENDED RELEASE",10140655,GR686LBA74,,,143,mg,
"SODIUM PHOSPHATE, DIBASIC",SUBCUTANEOUS,INJECTION,10140655,GR686LBA74,,,14,mg,
"SODIUM PHOSPHATE, DIBASIC",SUBCUTANEOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",10140655,GR686LBA74,2.98,mg,,,
"SODIUM PHOSPHATE, DIBASIC",TOPICAL,CREAM,10140655,GR686LBA74,0.1,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC",TOPICAL,OINTMENT,10140655,GR686LBA74,0.03,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC",TRANSMUCOSAL,LOZENGE,10140655,GR686LBA74,28,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",BUCCAL,FILM,7558794,22ADO53M6F,0.35,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRA-ARTICULAR,INJECTION,7558794,22ADO53M6F,,,28,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRA-ARTICULAR,"INJECTION, SUSPENSION",7558794,22ADO53M6F,,,36,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRALESIONAL,INJECTION,7558794,22ADO53M6F,,,28,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRALESIONAL,"INJECTION, SUSPENSION",7558794,22ADO53M6F,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAMUSCULAR,INJECTION,7558794,22ADO53M6F,,,1751,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",7558794,22ADO53M6F,139.2,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, SUSPENSION",7558794,22ADO53M6F,,,36,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, SUSPENSION, EXTENDED RELEASE",7558794,22ADO53M6F,,,2,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAOCULAR,INSERT,7558794,22ADO53M6F,0.02,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRASYNOVIAL,"INJECTION, SUSPENSION",7558794,22ADO53M6F,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRATHECAL,"INJECTION, SOLUTION",7558794,22ADO53M6F,,,1,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,INJECTION,7558794,22ADO53M6F,,,1751,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,"INJECTION, EMULSION",7558794,22ADO53M6F,0.28,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",7558794,22ADO53M6F,139.2,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",7558794,22ADO53M6F,15,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,"INJECTION, SOLUTION",7558794,22ADO53M6F,,,2460,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,LIQUID,7558794,22ADO53M6F,,,381,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVENOUS,SOLUTION,7558794,22ADO53M6F,,NA,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",INTRAVESICAL,"INJECTION, SOLUTION",7558794,22ADO53M6F,38.25,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",NASAL,SOLUTION,7558794,22ADO53M6F,5,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",NASAL,SPRAY,7558794,22ADO53M6F,0.21,mg/0.1ml,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",NASAL,"SPRAY, METERED",7558794,22ADO53M6F,,,7,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",OPHTHALMIC,SOLUTION,7558794,22ADO53M6F,1.21,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",OPHTHALMIC,SOLUTION/ DROPS,7558794,22ADO53M6F,1.4,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",OPHTHALMIC,SUSPENSION,7558794,22ADO53M6F,,NA,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,CAPSULE,7558794,22ADO53M6F,40,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,"CAPSULE, DELAYED RELEASE",7558794,22ADO53M6F,,,43,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,"CAPSULE, EXTENDED RELEASE",7558794,22ADO53M6F,,,207,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,"FILM, SOLUBLE",7558794,22ADO53M6F,0.05,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,LOZENGE,7558794,22ADO53M6F,31,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,SOLUTION,7558794,22ADO53M6F,,,140,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,SUSPENSION,7558794,22ADO53M6F,,,66,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,SYRUP,7558794,22ADO53M6F,3.5,mg/1ml,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,TABLET,7558794,22ADO53M6F,,,96,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,"TABLET, EXTENDED RELEASE",7558794,22ADO53M6F,,,210,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,"TABLET, FILM COATED",7558794,22ADO53M6F,0.01,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,"TABLET, FOR SUSPENSION",7558794,22ADO53M6F,,,60,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",ORAL,TROCHE,7558794,22ADO53M6F,28,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",SOFT TISSUE,"INJECTION, SUSPENSION",7558794,22ADO53M6F,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",SUBCUTANEOUS,INJECTION,7558794,22ADO53M6F,,,20,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",SUBCUTANEOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",7558794,22ADO53M6F,0.03,mg,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",SUBCUTANEOUS,"INJECTION, SOLUTION",7558794,22ADO53M6F,0.11,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",SUBLINGUAL,FILM,7558794,22ADO53M6F,,,6,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",TOPICAL,"AEROSOL, FOAM",7558794,22ADO53M6F,0.09,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",TOPICAL,CREAM,7558794,22ADO53M6F,0.36,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",TOPICAL,OINTMENT,7558794,22ADO53M6F,,,1,mg,
"SODIUM PHOSPHATE, DIBASIC, ANHYDROUS",TOPICAL,SOLUTION/ DROPS,7558794,22ADO53M6F,0.14,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",INTRAVENOUS,INJECTION,10028247,94255I6E2T,,,55,mg,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",10028247,94255I6E2T,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",INTRAVENOUS,"INJECTION, SOLUTION",10028247,94255I6E2T,,,55,mg,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",NASAL,SPRAY,10028247,94255I6E2T,,,12,mg,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",NASAL,"SPRAY, METERED",10028247,94255I6E2T,3,mg/1ml,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",OPHTHALMIC,SOLUTION/ DROPS,10028247,94255I6E2T,1.2,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",ORAL,"CAPSULE, DELAYED RELEASE",10028247,94255I6E2T,,,18,mg,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",ORAL,SOLUTION,10028247,94255I6E2T,2.5,mg/1ml,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",ORAL,SUSPENSION,10028247,94255I6E2T,1030,mg/120ml,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",SUBCUTANEOUS,INJECTION,10028247,94255I6E2T,0.14,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",SUBCUTANEOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",10028247,94255I6E2T,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",SUBCUTANEOUS,"INJECTION, SOLUTION",10028247,94255I6E2T,0.14,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",TOPICAL,CREAM,10028247,94255I6E2T,0.25,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, DIHYDRATE",TOPICAL,GEL,10028247,94255I6E2T,,NA,,,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",INTRAVENOUS,"INJECTION, SOLUTION",10039324,E1W4N241FO,0.39,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",NASAL,SPRAY,10039324,E1W4N241FO,,,7,mg,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",NASAL,"SPRAY, METERED",10039324,E1W4N241FO,,,7,mg,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",OPHTHALMIC,SOLUTION,10039324,E1W4N241FO,,,5,mg,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",OPHTHALMIC,SOLUTION/ DROPS,10039324,E1W4N241FO,1.67,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",SUBCUTANEOUS,"INJECTION, SUSPENSION",10039324,E1W4N241FO,0.06,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, DODECAHYDRATE",SUBCUTANEOUS,SUSPENSION,10039324,E1W4N241FO,0.06,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",AURICULAR (OTIC),DROPS,7782856,70WT22SF4B,0.3,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",AURICULAR (OTIC),SOLUTION,7782856,70WT22SF4B,0.5,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",DENTAL,"PASTE, DENTIFRICE",7782856,70WT22SF4B,0.56,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRA-ARTICULAR,INJECTION,7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRA-ARTICULAR,"INJECTION, SUSPENSION",7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRABURSAL,INJECTION,7782856,70WT22SF4B,,ADJ PH,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRALESIONAL,"INJECTION, SUSPENSION",7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAMUSCULAR,INJECTION,7782856,70WT22SF4B,200,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",7782856,70WT22SF4B,80,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAMUSCULAR,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",7782856,70WT22SF4B,279.27,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAMUSCULAR,"INJECTION, SOLUTION",7782856,70WT22SF4B,0.34,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAMUSCULAR,"INJECTION, SUSPENSION",7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRASYNOVIAL,"INJECTION, SUSPENSION",7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAVENOUS,INJECTION,7782856,70WT22SF4B,200,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",7782856,70WT22SF4B,80,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAVENOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",7782856,70WT22SF4B,279.27,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAVENOUS,"INJECTION, SOLUTION",7782856,70WT22SF4B,,,43,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAVITREAL,INJECTION,7782856,70WT22SF4B,1.33,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",INTRAVITREAL,"INJECTION, SUSPENSION",7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",NASAL,SPRAY,7782856,70WT22SF4B,,,5,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",NASAL,"SPRAY, METERED",7782856,70WT22SF4B,4.86,mg/1ml,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",OPHTHALMIC,SOLUTION,7782856,70WT22SF4B,2.15,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",OPHTHALMIC,SOLUTION/ DROPS,7782856,70WT22SF4B,,,4,mg,Y
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",OPHTHALMIC,SUSPENSION,7782856,70WT22SF4B,0.48,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",OPHTHALMIC,SUSPENSION/ DROPS,7782856,70WT22SF4B,0.48,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,CAPSULE,7782856,70WT22SF4B,500,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,SOLUTION,7782856,70WT22SF4B,,,120,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,SUSPENSION,7782856,70WT22SF4B,,,200,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,SYRUP,7782856,70WT22SF4B,,,131,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,TABLET,7782856,70WT22SF4B,80,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,"TABLET, COATED",7782856,70WT22SF4B,0.22,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,"TABLET, DELAYED RELEASE",7782856,70WT22SF4B,16.24,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,"TABLET, EXTENDED RELEASE",7782856,70WT22SF4B,70,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",7782856,70WT22SF4B,105,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SOFT TISSUE,INJECTION,7782856,70WT22SF4B,,,3,mg,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SUBCUTANEOUS,INJECTION,7782856,70WT22SF4B,0.38,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SUBCUTANEOUS,"INJECTION, POWDER, FOR SOLUTION",7782856,70WT22SF4B,3.2,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SUBCUTANEOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",7782856,70WT22SF4B,3.43,mg,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",SUBCUTANEOUS,"INJECTION, SUSPENSION",7782856,70WT22SF4B,0.38,%w/v,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",TOPICAL,CREAM,7782856,70WT22SF4B,0.34,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",TOPICAL,LOTION,7782856,70WT22SF4B,1.59,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",TOPICAL,OINTMENT,7782856,70WT22SF4B,0.15,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",TOPICAL,SOLUTION,7782856,70WT22SF4B,49.78,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",TOPICAL,SPONGE,7782856,70WT22SF4B,0.9,%w/w,,,
"SODIUM PHOSPHATE, DIBASIC, HEPTAHYDRATE",VAGINAL,DOUCHE,7782856,70WT22SF4B,0.15,%w/w,,,
"SODIUM PHOSPHATE, MONOBASIC",INTRAMUSCULAR,INJECTION,,3980JIH2SW,,,161,mg,
"SODIUM PHOSPHATE, MONOBASIC",INTRAMUSCULAR,"SUSPENSION, EXTENDED RELEASE",,3980JIH2SW,,,6,mg,
"SODIUM PHOSPHATE, MONOBASIC",INTRAVENOUS,INJECTION,,3980JIH2SW,,,161,mg,
"SODIUM PHOSPHATE, MONOBASIC",INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",,3980JIH2SW,13.2,mg,,,
"SODIUM PHOSPHATE, MONOBASIC",IONTOPHORESIS,SYSTEM,,3980JIH2SW,14.2,mg,,,
"SODIUM PHOSPHATE, MONOBASIC",OPHTHALMIC,SOLUTION,,3980JIH2SW,0.1,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC",OPHTHALMIC,SOLUTION/ DROPS,,3980JIH2SW,0.31,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC",ORAL,SOLUTION,,3980JIH2SW,25,mg/5ml,,,
"SODIUM PHOSPHATE, MONOBASIC",ORAL,TABLET,,3980JIH2SW,,,2,mg,
"SODIUM PHOSPHATE, MONOBASIC",SUBCUTANEOUS,"INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",,3980JIH2SW,0.22,mg,,,
"SODIUM PHOSPHATE, MONOBASIC",SUBCUTANEOUS,"INJECTION, SUSPENSION",,3980JIH2SW,0.07,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC",TOPICAL,SOLUTION,,3980JIH2SW,0.1,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC",TOPICAL,SYSTEM,,3980JIH2SW,14.2,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",AURICULAR (OTIC),DROPS,7558807,KH7I04HPUU,1.1,%w/w,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",AURICULAR (OTIC),SOLUTION,7558807,KH7I04HPUU,0.13,%w/w,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",BUCCAL,FILM,7558807,KH7I04HPUU,1.09,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",BUCCAL,"FILM, SOLUBLE",7558807,KH7I04HPUU,0.03,mg,,,Y
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRA-ARTICULAR,"INJECTION, SUSPENSION",7558807,KH7I04HPUU,,,13,mg,Y
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRALESIONAL,"INJECTION, SUSPENSION",7558807,KH7I04HPUU,,,10,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAMUSCULAR,INJECTION,7558807,KH7I04HPUU,,,13,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, POWDER, FOR SOLUTION",7558807,KH7I04HPUU,18.81,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, SOLUTION",7558807,KH7I04HPUU,0.62,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, SUSPENSION",7558807,KH7I04HPUU,,,13,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAMUSCULAR,"INJECTION, SUSPENSION, EXTENDED RELEASE",7558807,KH7I04HPUU,,,2,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAMUSCULAR,"SUSPENSION, EXTENDED RELEASE",7558807,KH7I04HPUU,7.5,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAOCULAR,INSERT,7558807,KH7I04HPUU,0.01,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRASYNOVIAL,"INJECTION, SUSPENSION",7558807,KH7I04HPUU,,,10,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAVASCULAR,INJECTION,7558807,KH7I04HPUU,0.01,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAVENOUS,INJECTION,7558807,KH7I04HPUU,12.8,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAVENOUS,"INJECTION, POWDER, FOR SOLUTION",7558807,KH7I04HPUU,18.81,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAVENOUS,"INJECTION, SOLUTION",7558807,KH7I04HPUU,0.62,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAVENOUS,SOLUTION,7558807,KH7I04HPUU,40,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",INTRAVESICAL,SOLUTION,7558807,KH7I04HPUU,0.12,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",OPHTHALMIC,SOLUTION,7558807,KH7I04HPUU,0.78,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",OPHTHALMIC,SOLUTION/ DROPS,7558807,KH7I04HPUU,0.46,%w/v,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",OPHTHALMIC,SUSPENSION,7558807,KH7I04HPUU,0.65,%w/w,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",OPHTHALMIC,SUSPENSION/ DROPS,7558807,KH7I04HPUU,0.44,%w/w,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",ORAL,SOLUTION,7558807,KH7I04HPUU,,,120,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",ORAL,SUSPENSION,7558807,KH7I04HPUU,,,65,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",ORAL,SYRUP,7558807,KH7I04HPUU,0.7,mg/1ml,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",ORAL,TABLET,7558807,KH7I04HPUU,4.18,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",ORAL,"TABLET, DELAYED RELEASE",7558807,KH7I04HPUU,23.4,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",ORAL,"TABLET, FILM COATED, EXTENDED RELEASE",7558807,KH7I04HPUU,30.97,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",SOFT TISSUE,"INJECTION, SUSPENSION",7558807,KH7I04HPUU,,,13,mg,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",SUBCUTANEOUS,INJECTION,7558807,KH7I04HPUU,33.1,mg,,,
"SODIUM PHOSPHATE, MONOBASIC, ANHYDROUS",SUBCUTANEOUS,"INJECTION, POWDER, FOR SOLUTION",7558807,KH7I04HPUU,0.2,mg,,,
