UNII,ndc,product_name,INGREDIENT_NAME_x,INGREDIENT_NAME_y,ROUTE,DOSAGE_FORM,CAS_NUMBER,POTENCY_AMOUNT,POTENCY_UNIT,MAXIMUM_DAILY_EXPOSURE,MAXIMUM_DAILY_EXPOSURE_UNIT,RECORD_UPDATED
1K09F3G675,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
FZ989GH94E,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POVIDONE,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,68071-4512,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,68071-4726,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68071-4726,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,68071-4726,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68071-4726,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68071-4726,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
OP1R32D61U,68071-4726,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
FZ989GH94E,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POVIDONE,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,68071-4738,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,68071-4874,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,68071-4874,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68071-4874,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68071-4874,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
OP1R32D61U,68071-4874,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
OP1R32D61U,68071-4875,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,68071-4926,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68071-4926,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,68071-4926,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68071-4926,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68071-4926,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
OP1R32D61U,68071-4926,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
55X04QC32I,68083-394,"LEVOFLOXACIN 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",SODIUM HYDROXIDE,SODIUM HYDROXIDE,ORAL,TABLET,1310732.0,,,10.0,mg,
QTT17582CB,68083-394,"LEVOFLOXACIN 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",HYDROCHLORIC ACID,HYDROCHLORIC ACID,ORAL,TABLET,7647010.0,2.32,mg,,,
55X04QC32I,68083-395,"LEVOFLOXACIN 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",SODIUM HYDROXIDE,SODIUM HYDROXIDE,ORAL,TABLET,1310732.0,,,10.0,mg,
QTT17582CB,68083-395,"LEVOFLOXACIN 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",HYDROCHLORIC ACID,HYDROCHLORIC ACID,ORAL,TABLET,7647010.0,2.32,mg,,,
55X04QC32I,68083-414,"LEVOFLOXACIN 250 mg in 50 mL INTRAVENOUS INJECTION, SOLUTION",SODIUM HYDROXIDE,SODIUM HYDROXIDE,ORAL,TABLET,1310732.0,,,10.0,mg,
LX22YL083G,68083-414,"LEVOFLOXACIN 250 mg in 50 mL INTRAVENOUS INJECTION, SOLUTION",DEXTROSE MONOHYDRATE,DEXTROSE MONOHYDRATE,ORAL,TABLET,77938637.0,,,11.0,mg,
QTT17582CB,68083-414,"LEVOFLOXACIN 250 mg in 50 mL INTRAVENOUS INJECTION, SOLUTION",HYDROCHLORIC ACID,HYDROCHLORIC ACID,ORAL,TABLET,7647010.0,2.32,mg,,,
55X04QC32I,68083-415,"LEVOFLOXACIN 500 mg in 100 mL INTRAVENOUS INJECTION, SOLUTION",SODIUM HYDROXIDE,SODIUM HYDROXIDE,ORAL,TABLET,1310732.0,,,10.0,mg,
LX22YL083G,68083-415,"LEVOFLOXACIN 500 mg in 100 mL INTRAVENOUS INJECTION, SOLUTION",DEXTROSE MONOHYDRATE,DEXTROSE MONOHYDRATE,ORAL,TABLET,77938637.0,,,11.0,mg,
QTT17582CB,68083-415,"LEVOFLOXACIN 500 mg in 100 mL INTRAVENOUS INJECTION, SOLUTION",HYDROCHLORIC ACID,HYDROCHLORIC ACID,ORAL,TABLET,7647010.0,2.32,mg,,,
55X04QC32I,68083-416,"LEVOFLOXACIN 750 mg in 150 mL INTRAVENOUS INJECTION, SOLUTION",SODIUM HYDROXIDE,SODIUM HYDROXIDE,ORAL,TABLET,1310732.0,,,10.0,mg,
LX22YL083G,68083-416,"LEVOFLOXACIN 750 mg in 150 mL INTRAVENOUS INJECTION, SOLUTION",DEXTROSE MONOHYDRATE,DEXTROSE MONOHYDRATE,ORAL,TABLET,77938637.0,,,11.0,mg,
QTT17582CB,68083-416,"LEVOFLOXACIN 750 mg in 150 mL INTRAVENOUS INJECTION, SOLUTION",HYDROCHLORIC ACID,HYDROCHLORIC ACID,ORAL,TABLET,7647010.0,2.32,mg,,,
15FIX9V2JP,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
2S7830E561,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",CROSPOVIDONE,CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
46N107B71O,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",SHELLAC,SHELLAC,ORAL,TABLET,9000593.0,,,112.0,mg,
6DC9Q167V3,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",PROPYLENE GLYCOL,PROPYLENE GLYCOL,ORAL,TABLET,57556.0,,,64.0,mg,
6OZP39ZG8H,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
OP1R32D61U,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
R75537T0T4,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (5 MPA.S),HYPROMELLOSE 2910 (5 MPA.S),ORAL,TABLET,9004653.0,,,1200.0,mg,
XM0M87F357,68180-240,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",FERROSOFERRIC OXIDE,FERROSOFERRIC OXIDE,ORAL,TABLET,1317619.0,3.2,mg,,,
15FIX9V2JP,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
2S7830E561,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSPOVIDONE,CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
46N107B71O,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",SHELLAC,SHELLAC,ORAL,TABLET,9000593.0,,,112.0,mg,
6DC9Q167V3,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",PROPYLENE GLYCOL,PROPYLENE GLYCOL,ORAL,TABLET,57556.0,,,64.0,mg,
6OZP39ZG8H,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
OP1R32D61U,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
R75537T0T4,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (5 MPA.S),HYPROMELLOSE 2910 (5 MPA.S),ORAL,TABLET,9004653.0,,,1200.0,mg,
XM0M87F357,68180-241,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERROSOFERRIC OXIDE,FERROSOFERRIC OXIDE,ORAL,TABLET,1317619.0,3.2,mg,,,
15FIX9V2JP,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
2S7830E561,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",CROSPOVIDONE,CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
46N107B71O,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",SHELLAC,SHELLAC,ORAL,TABLET,9000593.0,,,112.0,mg,
6DC9Q167V3,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",PROPYLENE GLYCOL,PROPYLENE GLYCOL,ORAL,TABLET,57556.0,,,64.0,mg,
6OZP39ZG8H,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
OP1R32D61U,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
R75537T0T4,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSE 2910 (5 MPA.S),HYPROMELLOSE 2910 (5 MPA.S),ORAL,TABLET,9004653.0,,,1200.0,mg,
XM0M87F357,68180-242,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",FERROSOFERRIC OXIDE,FERROSOFERRIC OXIDE,ORAL,TABLET,1317619.0,3.2,mg,,,
55X04QC32I,68382-989,"LEVOFLOXACIN 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",SODIUM HYDROXIDE,SODIUM HYDROXIDE,ORAL,TABLET,1310732.0,,,10.0,mg,
QTT17582CB,68382-989,"LEVOFLOXACIN 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",HYDROCHLORIC ACID,HYDROCHLORIC ACID,ORAL,TABLET,7647010.0,2.32,mg,,,
15FIX9V2JP,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
FZ989GH94E,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","POVIDONE, UNSPECIFIED",POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,68788-6938,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
3NXW29V3WO,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","HYPROMELLOSE, UNSPECIFIED",HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","POVIDONE, UNSPECIFIED",POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,68788-8340,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MICROCRYSTALLINE CELLULOSE,MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
2S7830E561,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSPOVIDONE,CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
2S7830E561,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CROSPOVIDONE, UNSPECIFIED",CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
3NXW29V3WO,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
ETJ7Z6XBU4,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",SILICON DIOXIDE,SILICON DIOXIDE,ORAL,TABLET,7631869.0,,,336.0,mg,
H77VEI93A8,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FD&C YELLOW NO. 6,FD&C YELLOW NO. 6,ORAL,TABLET,2783940.0,60.02,mg,,,
I753WB2F1M,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FD&C YELLOW NO. 5,FD&C YELLOW NO. 5,ORAL,TABLET,1934210.0,180.0,mg,,,
O8232NY3SJ,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","STARCH, CORN","STARCH 1500, PREGELATINIZED",ORAL,TABLET,,,,1116.0,mg,
OP1R32D61U,70518-0453,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
EX438O2MRT,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",FERRIC OXIDE YELLOW,FERRIC OXIDE YELLOW,ORAL,TABLET,51274001.0,,,24.0,mg,
FZ989GH94E,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",POVIDONE,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,70518-0587,"LEVOFLOXACIN 500 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
1K09F3G675,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",FERRIC OXIDE RED,FERRIC OXIDE RED,ORAL,TABLET,1309371.0,,,8.0,mg,
3NXW29V3WO,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
6OZP39ZG8H,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POLYSORBATE 80,POLYSORBATE 80,ORAL,TABLET,9005656.0,,,233.0,mg,
70097M6I30,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
FZ989GH94E,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",POVIDONE,POVIDONE,ORAL,TABLET,9003398.0,,,216.0,mg,
M28OL1HH48,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED",CROSCARMELLOSE SODIUM,CROSCARMELLOSE SODIUM,ORAL,TABLET,74811657.0,,,736.0,mg,
OP1R32D61U,70518-0719,"LEVOFLOXACIN 250 mg ORAL TABLET, FILM COATED","CELLULOSE, MICROCRYSTALLINE",MICROCRYSTALLINE CELLULOSE,ORAL,TABLET,9004346.0,,,5117.0,mg,
15FIX9V2JP,70518-0932,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",TITANIUM DIOXIDE,TITANIUM DIOXIDE,ORAL,TABLET,13463677.0,,,120.0,mg,
2S7830E561,70518-0932,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED","CROSPOVIDONE, UNSPECIFIED",CROSPOVIDONE,ORAL,TABLET,9003398.0,,,2352.0,mg,
3NXW29V3WO,70518-0932,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",HYPROMELLOSES,HYPROMELLOSE,ORAL,TABLET,9004653.0,,,1127.0,mg,
70097M6I30,70518-0932,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",MAGNESIUM STEARATE,MAGNESIUM STEARATE,ORAL,TABLET,557040.0,,,980.0,mg,
ETJ7Z6XBU4,70518-0932,"LEVOFLOXACIN 750 mg ORAL TABLET, FILM COATED",SILICON DIOXIDE,SILICON DIOXIDE,ORAL,TABLET,7631869.0,,,336.0,mg,
