id	compound_id	pk_adm_other_routes	pk_age_group	pk_analyte_cid	pk_analyte_mw	pk_analyte_pt	pk_analyte_query	pk_analyte_smiles	pk_analyte_tissue	pk_analyte_unii	pk_application_cid	pk_application_mw	pk_application_pt	pk_application_query	pk_application_smiles	pk_application_unii	pk_auc_hours	pk_auc_other_units	pk_auc_type	pk_auc_units	pk_auc_value	pk_cmax_other_units	pk_cmax_units	pk_cmax_value	pk_dose_other_types	pk_dose_other_units	pk_dose_type	pk_dose_units	pk_dose_value	pk_exp_other_types	pk_experiment_type	pk_food_status	pk_frequency_other_period	pk_frequency_period	pk_frequency_times	pk_funbound_comment	pk_funbound_value	pk_health_status	pk_routes	pk_sex	pk_source_type	pk_source_uri	pk_species	pk_thalf_other_units	pk_thalf_units	pk_thalf_value	pk_application_comment	pk_population_comment	pk_application_combo_comment	pk_population_size	pk_annotated_form	pk_analyte_other_tissue	pkappcombo
9887	33464		ADULT	15150|443893|5282143|78759347|135403647|135883785	511.501	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	[Ca++].NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1	PLASMA	RPR1R4C0P4	3385|5281053		FLUOROURACIL	FLUOROURACIL	FC1=CNC(=O)NC1=O	U3P01618RT			?	mM × min	364		μM	51			UNKNOWN	mg/m²	500	infusion, 120 hour	OTHER	UNKNOWN		5 weeks	1			UNHEALTHY	Intravenous	UNKNOWN	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/3260621	Homo sapiens										true
9888	33464		ADULT	15150|443893|5282143|78759347|135403647|135883785	511.501	LEUCOVORIN CALCIUM	LEUCOVORIN CALCIUM	[Ca++].NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O)N2C=O)N1	PLASMA	RPR1R4C0P4							24		t	mg × h/mL	1810		ng/mL	391			UNKNOWN	mg	25		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/8405015	Homo sapiens										false
9889	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	193.1		μg/mL	19.62			UNKNOWN	mg	1500		STEADY-STATE	UNKNOWN		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	9.9				6	levovirin valinate		false
9890	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	1.68		μg/mL	0.66			UNKNOWN	mg	3000		SINGLE	FED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	0.8				6	levovirin valinate		false
9891	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	98		μg/mL	13.65			UNKNOWN	mg	750		STEADY-STATE	UNKNOWN		day	2			HEALTHY	Oral	FEMALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	15.1				6	levovirin valinate		false
9892	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	275.7		μg/mL	28.22			UNKNOWN	mg	1500		STEADY-STATE	UNKNOWN		day	2			HEALTHY	Oral	FEMALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	21.1				6	levovirin valinate		false
9893	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	2.09		μg/mL	0.89			UNKNOWN	mg	3000		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	0.65				6	levovirin valinate		false
9894	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	94.5		μg/mL	10.02			UNKNOWN	mg	750		STEADY-STATE	UNKNOWN		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	7.7				5	levovirin valinate		false
9895	33502		ADULT	460516	244.2047	LEVOVIRIN	levovirin	NC(=O)C1=NN(C=N1)[C@H]2O[C@@H](CO)[C@H](O)[C@@H]2O	PLASMA	ZGF0S6S33Q									∞	μg × h/mL	371.7		μg/mL	35.13			HIGHEST STUDIED	mg	3000		STEADY-STATE	UNKNOWN		day	2			HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/15831782/	Homo sapiens		h	8.5				6	levovirin valinate		false
9896	33538			184459	234.1895	LIGUSTRAZINE PHOSPHATE	tetramethylpyrazine phosphate	OP(O)(O)=O.CC1=NC(C)=C(C)N=C1C	PLASMA	R880OY6N6S																											34.15				EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21213541/	Homo sapiens								tetramethylpyrazine phosphate		false
9897	33538		ADULT	14296	136.1943	LIGUSTRAZINE	tetramethylpyrazine	CC1=NC(C)=C(C)N=C1C	PLASMA	V80F4IA5XG									∞	ng × h/mL	2715.6		ng/mL	1284.26			UNKNOWN	mg	108		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23514701/	Homo sapiens		h	1.49	Dose (108 mg) refers to tetramethylpyrazine free base.			20	2,3,5,6-tetramethylpyrazine phosphate		false
9898	33538		ADULT	14296	136.1943	LIGUSTRAZINE	tetramethylpyrazine	CC1=NC(C)=C(C)N=C1C	PLASMA	V80F4IA5XG									∞	ng × h/mL	3313.58		ng/mL	309.2			UNKNOWN	mg	250		SINGLE	FASTED						HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23514701/	Homo sapiens				Dose (250 mg) refers to tetramethylpyrazine free base.			20	2,3,5,6-tetramethylpyrazine phosphate		false
9899	33538		ADULT	14296	136.1943	LIGUSTRAZINE	tetramethylpyrazine	CC1=NC(C)=C(C)N=C1C	PLASMA	V80F4IA5XG										ng × h/mL	3753.91		ng/mL	326.13			UNKNOWN	mg	250		MULTIPLE			day	1	AUC was for steady-state, referring to AUC within the interval between administrations in the multiple-dose study.		HEALTHY	Transdermal	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23514701/	Homo sapiens				Dose (250 mg) refers to tetramethylpyrazine free base.			20	2,3,5,6-tetramethylpyrazine phosphate		false
9900	33538		ADULT	14296	136.1943	LIGUSTRAZINE	tetramethylpyrazine	CC1=NC(C)=C(C)N=C1C	PLASMA	V80F4IA5XG										ng × h/mL	1187.89		ng/mL	613.44			UNKNOWN	mg	54		MULTIPLE			day	3	AUC was for steady-state, referring to AUC within the interval between administrations in the multiple-dose study.		HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/23514701/	Homo sapiens		h	1.61	Dose (54 mg) refers to tetramethylpyrazine free base.			20	2,3,5,6-tetramethylpyrazine phosphate		false
9901	33538		ADULT	184459	234.1895	LIGUSTRAZINE PHOSPHATE	tetramethylpyrazine phosphate	OP(O)(O)=O.CC1=NC(C)=C(C)N=C1C	PLASMA	R880OY6N6S									∞	ng × h/mL	1786.29		ng/mL	1109.78			UNKNOWN	mg	200		SINGLE	FASTED						HEALTHY	Oral	MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/29882510/	Homo sapiens		h	1.69				20	tetramethylpyrazine phosphate		false
9902	33779		ADULT	46200994	1439.7914	LTX-315	LTX-315	NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC3=CNC4=C3C=CC=C4)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC5=CNC6=C5C=CC=C6)C(=O)N[C@@H](C(C7=CC=CC=C7)C8=CC=CC=C8)C(=O)N[C@@H](CCCCN)C(N)=O	PLASMA	75FBL12IZ7									?	ng × h/mL	28		ng/mL	95			UNKNOWN	mg	4		MULTIPLE	UNKNOWN		week	3			UNHEALTHY	Intralesional	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33542073	Homo sapiens							3	LTX-315		false
9903	33779		ADULT	46200994	1439.7914	LTX-315	LTX-315	NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC3=CNC4=C3C=CC=C4)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC5=CNC6=C5C=CC=C6)C(=O)N[C@@H](C(C7=CC=CC=C7)C8=CC=CC=C8)C(=O)N[C@@H](CCCCN)C(N)=O	PLASMA	75FBL12IZ7									?	ng × h/mL	49		ng/mL	427			UNKNOWN	mg	6		MULTIPLE	UNKNOWN		week	3			UNHEALTHY	Intralesional	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33542073	Homo sapiens								LTX-315		false
9904	33779		ADULT	46200994	1439.7914	LTX-315	LTX-315	NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC3=CNC4=C3C=CC=C4)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC5=CNC6=C5C=CC=C6)C(=O)N[C@@H](C(C7=CC=CC=C7)C8=CC=CC=C8)C(=O)N[C@@H](CCCCN)C(N)=O	PLASMA	75FBL12IZ7									?	ng × h/mL	6		ng/mL	24			UNKNOWN	mg	2		MULTIPLE	UNKNOWN		week	3			UNHEALTHY	Intralesional	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33542073	Homo sapiens							3	LTX-315		false
9905	33779		UNKNOWN	46200994	1439.7914	LTX-315	LTX-315	NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC3=CNC4=C3C=CC=C4)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC5=CNC6=C5C=CC=C6)C(=O)N[C@@H](C(C7=CC=CC=C7)C8=CC=CC=C8)C(=O)N[C@@H](CCCCN)C(N)=O	PLASMA	75FBL12IZ7									?	ng × h/mL	617		ng/mL	389			UNKNOWN	mg	7		MULTIPLE	UNKNOWN		week	3			UNHEALTHY	Intralesional	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/33542073	Homo sapiens							4	LTX-315		false
9906	33789		ADULT		528.9	LUMEFANTRINE			PLASMA										∞	ng × h/mL	356		μg/mL	6.2			UNKNOWN	mg	480		MULTIPLE	FASTED		day	1	https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/022268s021lbl.pdf	0.3	UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/10681341/	Homo sapiens		h	6.1							false
9907	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	4008		ng/mL	192			UNKNOWN	mg	20		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens				Day 1	Patients with advanced solid tumors		2			true
9908	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	3169		ng/mL	160			UNKNOWN	mg	20		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens				Day 1	Patients with advanced solid tumors		3			true
9909	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	5705		ng/mL	262			UNKNOWN	mg	30		MULTIPLE	UNKNOWN		day	1	n=1 for AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens				Day 1	Patients with advanced solid tumors		3			true
9910	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	5853		ng/mL	296			UNKNOWN	mg	40		MULTIPLE	UNKNOWN		day	1	n=15 for AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens				Day 1	Patients with advanced solid tumors		19			true
9911	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	7093		ng/mL	320			UNKNOWN	mg	40		MULTIPLE	UNKNOWN		day	1	n=5 for AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens				Day 1	Patients with advanced solid tumors		6			true
9912	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	5753		ng/mL	363			UNKNOWN	mg	50		MULTIPLE	UNKNOWN		day	1	n=3 for AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens				Day 1	Patients with advanced solid tumors		5			true
9913	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	3338		ng/mL	152			UNKNOWN	mg	5		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	89.3	Day 14	Patients with advanced solid tumors		5			true
9914	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	9355		ng/mL	401			UNKNOWN	mg	10		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	151	Day 14	Patients with advanced solid tumors		1			true
9915	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	17066		ng/mL	767			UNKNOWN	mg	20		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	89.2	Day 14	Patients with advanced solid tumors		3			true
9916	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	18438		ng/mL	873			UNKNOWN	mg	20		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	105	Day 14	Patients with advanced solid tumors		3			true
9917	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	22254		ng/mL	1034			UNKNOWN	mg	30		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	71	Day 14	Patients with advanced solid tumors		3			true
9918	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	28264		ng/mL	1295			UNKNOWN	mg	40		MULTIPLE	UNKNOWN		day	1	n=4 for AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	85.1	Day 14	Patients with advanced solid tumors		5			true
9919	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	21055		ng/mL	977			UNKNOWN	mg	40		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	78.2	Day 14	Patients with advanced solid tumors		4			true
9920	33839		ADULT	9871558	264.1829	2',2'-DIFLUORODEOXYURIDINE	2\',2\'-difluorodeoxyuridine	OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)C(F)(F)[C@@H]1O	PLASMA	Y30D8SIL1I	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E	24		t	ng × h/mL	32477		ng/mL	1292			UNKNOWN	mg	50		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	92	Day 14	Patients with advanced solid tumors		3			true
9921	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA									∞	ng × h/mL	20		ng/mL	5.3			UNKNOWN	mg	5		MULTIPLE	UNKNOWN		day	1	n=6 for t1/2 and AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	1.6	Day 1	Patients with advanced solid tumors		7			false
9922	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA									∞	ng × h/mL	88		ng/mL	39.3			UNKNOWN	mg	20		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	2.6	Day 1	Patients with advanced solid tumors		2			false
9923	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA									∞	ng × h/mL	52		ng/mL	11.6			UNKNOWN	mg	10		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	2.4	Day 1	Patients with advanced solid tumors		4			false
9924	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E			∞	ng × h/mL	132		ng/mL	34.6			UNKNOWN	mg	20		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	5.2	Day 1	Patients with advanced solid tumors		3			true
9925	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA		176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E			∞	ng × h/mL	126		ng/mL	44.3			UNKNOWN	mg	30		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	3.4	Day 1	Patients with advanced solid tumors		3			true
9926	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E			∞	ng × h/mL	140		ng/mL	47.3			UNKNOWN	mg	40		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	3	Day 1	Patients with advanced solid tumors		19			true
9927	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E			∞	ng × h/mL	170		ng/mL	60			UNKNOWN	mg	40		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	2	Day 1	Patients with advanced solid tumors		6			true
9928	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E			∞	ng × h/mL	173		ng/mL	71.3			UNKNOWN	mg	50		MULTIPLE	UNKNOWN		day	1			UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	3.2	Day 1	Patients with advanced solid tumors		5			true
9929	33839		ADULT	11646777	389.3943	LY-2334737	LY-2334737	CCCC(CCC)C(=O)NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F	PLASMA	YLR364XYSA	176870	393.4357	ERLOTINIB	Erlotinib	COCCOC1=C(OCCOC)C=C2C(NC3=CC(=CC=C3)C#C)=NC=NC2=C1	J4T82NDH7E			∞	ng × h/mL	17		ng/mL	5			UNKNOWN	mg	5		MULTIPLE	UNKNOWN		day	1	n-4 for t1/2 and AUC		UNHEALTHY	Oral	FEMALE / MALE	EXPERIMENT	https://pubmed.ncbi.nlm.nih.gov/21753156/	Homo sapiens		h	1.5	Day 14	Patients with advanced solid tumors		5			true
