id	compound_id	toxicity_adm_other_routes	toxicity_age_group	toxicity_dose_other_types	toxicity_dose_other_units	toxicity_dose_type	toxicity_dose_units	toxicity_dose_value	toxicity_exp_other_types	toxicity_experiment_type	toxicity_food_status	toxicity_frequency_other_period	toxicity_frequency_period	toxicity_frequency_times	toxicity_health_status	toxicity_routes	toxicity_sex	toxicity_source_type	toxicity_source_uri	toxicity_species	tox_application_smiles	toxicity_do_id	tox_application_pt_3	tox_application_cid	tox_application_unii	toxicity_age_group_median	toxicity_diff_dose_type	tox_application_dosing_comment_2	tox_application_pt_2	toxicity_dose_comment	toxicityappcombo	toxicity_age_group_to	toxicity_population_size	toxicity_do	tox_application_dosing_comment	tox_application_mw	tox_application_query_3	tox_application_query	toxicity_age_group_from	tox_application_pt	tox_application_dosing_comment_3	toxicity_duration	toxicity_duration_units	tox_application_query_2	toxicity_source_page
9038	10278					Highest studied dose	mg	175		steady			day	1	healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/22980315/	Homo sapiens												59	56						19			10	day		
9039	10280		adult				mg	0.75		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01396447	Homo sapiens										Participants received cariprazine 0.5 mg orally once on Days 1-2 and cariprazine 0.75 mg orally once a day starting on Day 3 for the remainder of the 8 week treatment period.			141	Depression, Bipolar								8	week		
9040	10280		adult				mg	1.5		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00694707	Homo sapiens													145	Schizophrenia								6	week		
9041	10280		adult				mg	1.5		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01396447	Homo sapiens										Participants received cariprazine 0.5 mg orally once on Days 1-2, cariprazine 0.75 mg orally once on Days 3-4, cariprazine 1.0 mg orally once on Days 5-7, and cariprazine 1.5 mg orally once a day starting on Day 8 for the remainder of the 8 week treatment period.			146	Depression, Bipolar								8	week		
9042	10280		adult				mg	1.5		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02670538	Homo sapiens													167	Bipolar I Disorder								6	week		
9043	10280		adult				mg	1.5		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02670551	Homo sapiens													157	Bipolar I Disorder								6	week		
9044	10280		adult				mg	12		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01058096	Homo sapiens							max			Cariprazine 3 mg - 12 mg capsules oral administration, once per day for 3 weeks.			158	Bipolar I Disorder								3	week		
9045	10280		adult				mg	12		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01058668	Homo sapiens							max			Cariprazine 6 mg - 12 mg capsules oral administration, once per day for 3 weeks.			169	Bipolar I Disorder								3	week		
9046	10280		adult				mg	3		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00694707	Homo sapiens													146	Schizophrenia								6	week		
9047	10280		adult				mg	3		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01396447	Homo sapiens										Participants received cariprazine 0.5 mg orally once on Days 1-2, cariprazine 0.75 mg orally once on Days 3-4, cariprazine 1.0 mg orally once on Days 5-7, cariprazine 1.5 mg orally on Days 8-14, and cariprazine 3.0 mg orally once a day starting on Day 15 for the remainder of the 8 week treatment period.			146	Depression, Bipolar								8	week		
9048	10280		adult				mg	3		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02670538	Homo sapiens										Following a 7 to 14 days screening/washout period, cariprazine 1.5 milligrams (mg) capsule, one per day, orally for 2 weeks increased to cariprazine 3.0 mg capsule, one per day orally beginning on Day 15 for 4 weeks.			103	Bipolar I Disorder								6	week		
9049	10280		adult				mg	3		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02670538	Homo sapiens										Following a 7 to 14 days screening/washout period, cariprazine 1.5 milligrams (mg) capsule, one per day, orally for 2 weeks increased to cariprazine 3.0 mg capsule, one per day orally beginning on Day 15 for 4 weeks.			158	Bipolar I Disorder								6	week		
9050	10280		adult				mg	3		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02670551	Homo sapiens										Following a 7 to 14 days screening/washout period, cariprazine 1.5 mg capsule, one per day for 2 weeks followed by cariprazine 3.0 milligram (mg) capsule, one per day, orally beginning on Day 15 for 4 weeks.			165	Bipolar I Disorder								6	week		
9051	10280		adult				mg	4.5		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT00694707	Homo sapiens													147	Schizophrenia								6	week		
9052	10280		adult				mg	6		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01058668	Homo sapiens							max			Cariprazine 3 milligrams (mg) - 6 mg capsules oral administration, once per day for 3 weeks.			167	Bipolar I Disorder								3	week		
9053	10280		adult				mg	9		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01412060	Homo sapiens							max			Participants received 3, 6, or 9 mg cariprazine orally once a day for 26 to 72 weeks			101	Schizophrenia								72	week		
9054	10280		adult				mg	9		steady			day	1	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01412060	Homo sapiens							max			Participants received 3, 6, or 9 mg cariprazine orally once a day for 6 weeks; the dose could be modified during this time. The cariprazine dose was fixed at 3, 6, or 9 mg for the last 14 weeks of this 20 week Open-label Phase.			765	Schizophrenia								20	week		
9055	10280		Elderly			Recommended	mg	6		steady			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/204370lbl.pdf	Homo sapiens													17	dementia related psychosis								10	week		
9056	10280					Highest studied dose	mg	12		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25562205	Homo sapiens							mean			Patients randomly assigned to cariprazine 6–12 mg/d received 1.5 mg on day 0, 3 mg on day 1, and 6 mg on day 2; starting on day 3, the dose could be increased in 3-mg increments to 12 mg/d by day 5		65	169	bipolar I disorder					18			3	week		
9057	10280					Recommended	mg	3		steady			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/label/2015/204370lbl.pdf	Homo sapiens														bipolar mania								3	week		
9058	10280					Recommended	mg	5.7		steady			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/28478771	Homo sapiens						39.1	mean			The most frequent modal daily dose was cariprazine 6 mg/d (50.9%), followed by 9 mg/d (25.3%), 3 mg/d (22.9%), and 1.5 mg/d)			586	schizophrenia					39.1			183.2	day		
9059	10282		ADULT			Highest studied dose	mg	45		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/19308410/	Homo sapiens						46						73	6	cance					26			28	day		p.1168
9060	10282		ADULT			MTD	mg	30		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/19308410/	Homo sapiens						46						73	3	cancer					26						p.1168
9061	10282		CHILD|ADOLESCENT			MTD	mg/m2	12		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21060028/	Homo sapiens						15						18	6	cancer					8						p.5176
9062	10282		CHILD|ADOLESCENT			Studied dose	mg/m2	12		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21060028/	Homo sapiens						15						18	2	cance					8						p.5176
9063	10282		CHILD|ADOLESCENT			Studied dose	mg/m2	17		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21060028/	Homo sapiens						15						18	4	cancer					8						p.5176
9064	10287		adult			Highest studied dose	mg	150		multiple			day	2	healthy	oral			https://ard.bmj.com/content/71/Suppl_3/203.1.abstract	Homo sapiens																						14	day		
9065	10287		adult			Highest studied dose	mg	400		single			day	1	healthy	oral			https://ard.bmj.com/content/71/Suppl_3/203.1.abstract	Homo sapiens																						1	day		
9066	10287					Highest studied dose	mg	150		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25385260/	Homo sapiens						57							41	rheumatoid arthritis								12	week		
9067	10287					Highest studied dose	mg	300		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/27084959/	Homo sapiens						55.5							10	rheumatoid arthritis								12	week		
9068	10287					Studied dose	mg	100		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25385260/	Homo sapiens						56.5							40	rheumatoid arthritis								12	week		
9069	10288		adult				mg	12		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02291861	Homo sapiens										SD-809 tablets dose starting at 6 mg twice a day (BID) and titrated over 4 weeks to 12 mg BID. The total daily dose of 24 mg was maintained for an additional 8 weeks.			73	Tardive Dyskinesia								12	week		
9070	10288		adult				mg	18		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02291861	Homo sapiens										SD-809 tablets dose starting at 6 mg twice a day (BID) and titrated over 4 weeks to 18 mg BID. The total daily dose of 36 mg was maintained for an additional 8 weeks.			74	Tardive Dyskinesia								12	week		
9071	10288		adult				mg	6		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02291861	Homo sapiens										SD-809 tablets 6 mg taken twice a day (BID) for 12 weeks.			74	Tardive Dyskinesia								12	week		
9072	10288					Highest studied dose	mg	36		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						71				up to 106 weeks			119	Tardive dyskinesia					71			54	week		208082Orig1s000MedR.pdf - p.36
9073	10288					Recommended	mg	12		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						32				up to 106 weeks			119	Tardive dyskinesia					32			54	week		208082Orig1s000MedR.pdf - p.33
9074	10288					Recommended	mg	12		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						49				up to 106 weeks			119	Tardive dyskinesia					49			54	week		208082Orig1s000MedR.pdf - p.22
9075	10288					Recommended	mg	12		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208082s000lbl.pdf	Homo sapiens												75	298	Tardive dyskinesia					18			12	week		209885Orig1s000MedR.pdf - p.116
9076	10288					Recommended	mg	15		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/209885Orig1s000OtherR.pdf	Homo sapiens						5.59	mean			up to 106 weeks			202	Tardive dyskinesia								54	week		209885Orig1s000OtherR.pdf - p.28 | 209885Orig1s000SumR.pdf - p.5
9077	10288					Recommended	mg	15		multiple			day	2	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/209885Orig1s000OtherR.pdf	Homo sapiens							mean			12 mg/day then titrated to a maximum total daily dose of 48 mg/day		75	58	Tardive dyskinesia					25			12	week		209885Orig1s000OtherR.pdf - p.28 | 209885Orig1s000SumR.pdf - p.5
9078	10288					Recommended	mg	18		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						49				up to 106 weeks			119	Tardive dyskinesia					49			54	week		208082Orig1s000MedR.pdf - p.35
9079	10288					Recommended	mg	18		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						53				up to 106 weeks			119	Tardive dyskinesia					53			54	week		208082Orig1s000MedR.pdf - p.32
9080	10288					Recommended	mg	18		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208082s000lbl.pdf	Homo sapiens												75	298	Tardive dyskinesia					18			12	week		209885Orig1s000MedR.pdf - p.116
9081	10288					Recommended	mg	6		multiple			day	2	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208082s000lbl.pdf	Homo sapiens												75	298	Tardive dyskinesia					18			12	week		209885Orig1s000MedR.pdf - p.116
9082	10288						mg	15		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						61				up to 106 weeks			119	Tardive dyskinesia					61			54	week		208082Orig1s000MedR.pdf - p.28
9083	10288						mg	21		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						44				up to 106 weeks			119	Tardive dyskinesia					44			54	week		208082Orig1s000MedR.pdf - p.34
9084	10288						mg	21		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						60				up to 106 weeks			119	Tardive dyskinesia					60			54	week		208082Orig1s000MedR.pdf - p.31
9085	10288						mg	21		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						62				up to 106 weeks			119	Tardive dyskinesia					62			54	week		208082Orig1s000MedR.pdf - p.30
9086	10288						mg	24		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						53				up to 106 weeks			119	Tardive dyskinesia					53			54	week		208082Orig1s000MedR.pdf - p.29
9087	10288						mg	27		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						54				up to 106 weeks			119	Tardive dyskinesia					54			54	week		208082Orig1s000MedR.pdf - p.26
9088	10288						mg	27		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						56				up to 106 weeks			119	Tardive dyskinesia					56			54	week		208082Orig1s000MedR.pdf - p.22
9089	10288						mg	27		multiple			day	2	unhealthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						60				up to 106 weeks			119	Tardive dyskinesia					60			54	week		208082Orig1s000MedR.pdf - p.27
9090	10288						mg	27		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						51				up to 106 weeks			119	Tardive dyskinesia					51			54	week		208082Orig1s000MedR.pdf - p.25
9091	10288						mg	9		multiple			day	2	unhealthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208082Orig1s000MedR.pdf	Homo sapiens						56				up to 106 weeks			119	Tardive dyskinesia					56			54	week		208082Orig1s000MedR.pdf - p.24
9092	10292					Highest studied dose	ug	150		multiple			day	1	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/22626580	Homo sapiens						58						75	87	Overactive Bladder | Idiopathic Detrusor Overactivity					22			4	week		
9093	10292						ug	75		multiple			day	1	unhealthy	oral	F		https://pubmed.ncbi.nlm.nih.gov/22626580	Homo sapiens						55						75	84	Overactive Bladder | Idiopathic Detrusor Overactivity					22			4	week		
9094	10295		adult				mg	15		steady			week	3	unhealthy	intravenous	M+F		https://clinicaltrials.gov/ct2/show/NCT01785849	Homo sapiens							max			Administered intravenously three times per week. The starting dose was 5 mg. The dose may have been increased at 4-week intervals by 2.5 mg or 5 mg on the basis of the predialysis parathyroid hormone and corrected calcium concentrations obtained in the prior week. The minimum dose was 2.5 mg and the maximum dose was 15 mg.			251	Hyperparathyroidism, Secondary								26	week		
9095	10295		adult				mg	15		steady			week	3	unhealthy	intravenous	M+F		https://clinicaltrials.gov/ct2/show/NCT01788046	Homo sapiens							max			Administered intravenously three times per week. The starting dose was 5 mg. The dose may have been increased at weeks 5, 9, 13, and 17 (4-week intervals) by 2.5 mg or 5 mg on the basis of the predialysis parathyroid hormone and corrected calcium concentrations obtained in the prior week. The minimum dose was 2.5 mg and the maximum dose was 15 mg.			252	Hyperparathyroidism, Secondary								26	week		
9096	10295		adult				mg	5		multiple			day	3	unhealthy	intravenous	M+F		https://clinicaltrials.gov/ct2/show/NCT03283098	Homo sapiens													25	Chronic Kidney Disease								4	week		
9097	10295					Recommended	mg	5		steady			week	3	unhealthy	intravenous			https://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208325Orig1s000MedR.pdf	Homo sapiens										most frequent dose per administration			503									6	month		p. 30
9098	10295					Studied dose	mg	45		multiple					unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/31330805/	Homo sapiens						61	total weekly dose															30	day		
9099	10296					Highest studied dose	mg	200		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/12008195/	Homo sapiens						61				7 cycles			5	solid tumours								28	day		
9100	10297					Highest studied dose	mg	400		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/22669289/	Homo sapiens						58.2							9	type 2 diabetes mellitus								14	day		
9101	10297					Highest studied dose	mg	800		single			day	1	healthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/21610201/	Homo sapiens						34							8									1	day		
9102	10297					Studied dose	mg	50		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/29492878/	Homo sapiens						59.6				mean duration			3300	type 2 diabetes mellitus								224	day		
9103	10297					Studied dose	mg	50		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/29492878/	Homo sapiens						59.6				mean duration			3300	type 2 diabetes mellitus								304.5	day		
9104	10298		adult			Highest studied dose	mg	800		single					unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens													1	myelofibrosis											20
9105	10298		adult			MTD	mg	680		multiple			day	1	unhealthy	oral	unknown		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens										6 28-day cycles			31	myelofibrosis								6	cycle		68
9106	10298		adult				mg	680		single					healthy	oral	M		https://pubmed.ncbi.nlm.nih.gov/24165976/	Homo sapiens													2												
9107	10298					Highest studied dose	mg	800		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens													6									6	cycle		
9108	10298					Recommended	mg	400		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens						65						86	96	intermediate-2 or high-risk myelofibrosis | post-polycythemia vera myelofibrosis | post-essential thrombocythemia myelofibrosis with splenomegaly					27			6	cycle		
9109	10298					Recommended	mg	400		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens						65						86	96	myelofibrosis					27			6	cycle		123
9110	10298					Recommended	mg	400		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212327s000lbl.pdf	Homo sapiens												86	96	myelofibrosis					27			12	month		6.1
9111	10298					Recommended	mg	400		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212327s000lbl.pdf	Homo sapiens												86	96	myelofibrosis					27			12	month		Table 3
9112	10298					Recommended	mg	400		steady			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/label/2019/212327s000lbl.pdf	Homo sapiens												86	96	myelofibrosis					27			12	month		Table 4
9113	10298					Studied dose	mg	500		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens												75	97	intermediate-2 or high-risk myelofibrosis | post-polycythemia vera myelofibrosis | post-essential thrombocythemia myelofibrosis with splenomegaly					65			6	cycle		123
9114	10298					Studied dose	mg	500		multiple			day	1	unhealthy	oral	M+F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens												75	97	intermediate-2 or high-risk myelofibrosis | post-polycythemia vera myelofibrosis | post-essential thrombocythemia myelofibrosis with splenomegaly					65			6	cycle		
9115	10298					Studied dose	mg	500		multiple			day	1	unhealthy	oral			https://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/212327Orig1s000MultidisciplineR.pdf	Homo sapiens												75	97	intermediate-2 or high-risk myelofibrosis | post-polycythemia vera myelofibrosis | post-essential thrombocythemia myelofibrosis with splenomegaly					65			6	cycle		
9116	10299					Highest studied dose	mg	150		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25424852/	Homo sapiens						54				and 14 days off			39	cancer | glioma								14	day		
9117	10299					Highest studied dose	mg	150		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25488804/	Homo sapiens						54				cohort 1-2 daily and cohort 3-5 intermittent cycle			39	solid tumors								28	day		
9118	10299					Highest studied dose	mg	150		multiple			day	2	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/26526984/	Homo sapiens						59.4				and 14 days off			9	solid tumors								14	day		
9119	10300		ADULT			Highest studied dose	mg	319		multiple			week	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25652454	Homo sapiens						53.8				The median number of dosing days for this weekly regimen ranged from 7 days to 18 days (range, 1 to 48 days) across dose levels			4	cancer								18	week		p.6, 17
9120	10300		ADULT			MTD	mg	154		multiple			week	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25652454	Homo sapiens						53.8				The median number of dosing days for this weekly regimen ranged from 7 days to 18 days (range, 1 to 48 days) across dose levels			42	cancer								18	week		p.6, 17
9121	10300		ADULT			Studied dose	mg	222		multiple			week	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25652454	Homo sapiens						53.8				The median number of dosing days for this weekly regimen ranged from 7 days to 18 days (range, 1 to 48 days) across dose levels			7	cancer								18	week		p.6, 17
9122	10300		ADULT			Studied dose	mg	266		multiple			week	1	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25652454	Homo sapiens						53.8				The median number of dosing days for this weekly regimen ranged from 7 days to 18 days (range, 1 to 48 days) across dose levels			8	cancer								18	week		p.6, 17
9123	10303		ADULT			Highest studied dose	mg	450		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25278451	Homo sapiens						63.5				Golvatinib was administered orally, once daily,\ncontinuously, in 28-day cycles		78	2	cancer					32						p.6287
9124	10303		ADULT			MTD	mg	200		multiple			day	2	unhealthy	oral	M+F		https://ascopubs.org/doi/abs/10.1200/jco.2012.30.15_suppl.3079	Homo sapiens													3	cancer											
9125	10303		ADULT			MTD	mg	400		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/25278451	Homo sapiens						63.5				Golvatinib was administered orally, once daily,\ncontinuously, in 28-day cycles. Patients completed a\nmedian of 2 cycles of golvatinib (range, 1—8)		78	16	cancer					32						p.6287
9126	10303		ADULT			Studied dose	mg	300		multiple			day	2	unhealthy	oral	M+F		https://ascopubs.org/doi/abs/10.1200/jco.2012.30.15_suppl.3079	Homo sapiens													2	cancer											
9127	10307					Highest studied dose	mg	5.5		multiple			month	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/28550039	Homo sapiens						66				on days 1, 8, and 15 of 28-day cycles, for up to 12 cycles			5	relapsed or refractory light-chain (AL) amyloidosis					66			12	cycle		
9128	10307					Highest studied dose	mg/m2	3.11		multiple			month	3	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25325301	Homo sapiens						56				on days 1, 8 and 15 of 28-day cycles			5	non-hematologic malignancies					56			2	cycle		
9129	10307					MTD	mg/m2	2.34		multiple			month	3	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25325301	Homo sapiens						69.5				on days 1, 8 and 15 of 28-day cycles.			10	non-hematologic malignancies					69.5			2	cycle		
9130	10307					MTD|RP2D|Recommended	mg	4		multiple			month	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/28550039	Homo sapiens						66				on days 1, 8, and 15 of 28-day cycles, for up to 12 cycles			6	relapsed or refractory light-chain (AL) amyloidosis					66			12	cycle		
9131	10307						mg/m2	1.76		multiple			month	3	unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/25325301	Homo sapiens						45				on days 1, 8 and 15 of 28-day cycles			7	non-hematologic malignancies					45			2	cycle		
9132	10312		ADULT			Highest studied dose	mg	800		multiple			day	3	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/9094151	Homo sapiens						59.44							32	pancreatic cancer								3	year		p.225
9133	10312		ADULT			Studied dose	mg	1200		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/12131781	Homo sapiens						54							50	pancreatitis								4	week		e3
9134	10312		ADULT			Studied dose	mg	50		single					unhealthy	intravenous	M+F		https://pubmed.ncbi.nlm.nih.gov/12895218	Homo sapiens						48							7	biliary tract disease											p.335
9135	10313		ADULT			Highest studied dose	mg/kg	16		multiple			day	1	unhealthy	oral	M+F		https://pubmed.ncbi.nlm.nih.gov/19541476/	Homo sapiens						53	max|total daily dose					79	40	cancer					25			56	day		p.2339
9136	10316		adult			Highest studied dose	mg	2000		single			day	1	healthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000ClinPharmR.pdf | https://www.ema.europa.eu/en/documents/assessment-report/truberzi-epar-public-assessment-report_en.pdf	Homo sapiens																						1	day		2015/206940Orig1s000ClinPharmR.pdf - p.29, 11
9137	10316		adult			MTD	mg	1000		single			day	1	healthy	oral	F		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000MedR.pdf | https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000ClinPharmR.pdf | https://www.ema.europa.eu/en/documents/assessment-report/truberzi-epar-public-assessment-report_en.pdf	Homo sapiens													8									1	day		documents/assessment-report/truberzi-epar-public-assessment-report_en.pdf - p.28
9138	10316		adult			MTD	mg	1500		single			day	1	healthy	oral	M		https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000MedR.pdf | https://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206940Orig1s000ClinPharmR.pdf	Homo sapiens													5									1	day		2015/206940Orig1s000ClinPharmR.pdf - p.29, 11
9139	10316		adult				mg	100		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01130272	Homo sapiens													165	Irritable Bowel Syndrome With Diarrhea								12	week		
9140	10316		adult				mg	100		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01553591	Homo sapiens													479	Irritable Bowel Syndrome								52	week		
9141	10316		adult				mg	100		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01553747	Homo sapiens													380	Irritable Bowel Syndrome								26	week		
9142	10316		adult				mg	100		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT02959983	Homo sapiens													171	Irritable Bowel Syndrome								12	week		
9143	10316		adult				mg	200		steady			day	2	unhealthy	oral	M+F		https://clinicaltrials.gov/ct2/show/NCT01130272	Homo sapiens													172	Irritable Bowel Syndrome With Diarrhea								12	week		
