id	adverseevents_frequency	adverseevents_frequency_units	adverseevents_liability	adverseevents_severity	adverseevents_type	adverseevents_comment	adverseevents_dlt	tox_id
53674	8.3		Febrile neutropenia				TRUE	8773
53675	8.3		Mucositis				TRUE	8773
53676	28.6		Azotemia	grade 1-2	dose reduction			8771
53677	14.3		Febrile neutropenia				TRUE	8771
53678	14.3		Nausea				TRUE	8771
53679	14.3		Neutropenia			Neutropenia with rigors	TRUE	8778
53680	14.3		Febrile neutropenia				TRUE	8778
53681	16.7		Mucositis	grade 3			TRUE	8777
53682	16.7		Liver function test abnormal	grade 3			TRUE	8777
53683	33.3		Febrile neutropenia				TRUE	8777
53684			Dry cough					8780
53685	33.3		Pneumonitis	grade 3			TRUE	8782
53686			Pneumonitis	grade 3			TRUE	8779
53687			Hypoxia	grade 3			TRUE	8781
53688						No adverse effects leading to discontinuation were reported		8784
53689						Posttreatment AEs with a reasonable possibilityfor a causal relationship with the study medication was reported by 1 subject (11.1%) in the 15-mg-twice-daily treatment group (unspecified).		8783
53690	1 pts		Sweating		discontinuation			8785
53691	1 pts		Dyskinesia		discontinuation			8785
53692	1 pts		Nausea		discontinuation			8785
53693	1 pts		Dizziness		discontinuation			8785
53694	1 pts		Anxiety		discontinuation			8785
53695	2		Creatinine increased	grade 4	discontinuation			8786
53696	2		Headache	grade 3				8786
53697	2		Sepsis	grade 4	discontinuation			8786
53698	2		Creatinine increased	grade 3				8786
53699	2		Hypotension	grade 3				8786
53700	4		Allergic rash	grade 3				8786
53701	2		Adult respiratory distress syndrome	grade 5	discontinuation			8786
53702	2		Sepsis	grade 3				8786
53703	2		Nausea	grade 3				8786
53704	6		Hypoxemia	grade 3				8786
53705	0.9		Drug hypersensitivity	serious				8787
53706	0.9		Sepsis	serious				8787
53707	1.9		Cellulitis	serious	discontinuation			8787
53708	0.9		Deep vein thrombosis	serious				8787
53709	0.9		Myoclonus	serious				8787
53710	0.9		Hernia inguinal	serious				8787
53711	0.9		Hypersensitivity	serious				8787
53712	0.9		Biliary dyskinesia	serious				8787
53713	0.9		Colitis	serious				8787
53714	0.9		Intestinal perforation	serious				8787
53715	0.9		Enteritis	serious				8787
53716	0.9		Non-cardiac chest pain	serious				8787
53717	0.9		Urosepsis	serious				8787
53718	0.9		Wound dehiscence	serious				8787
53719	0.9		Aspiration pneumonia	serious				8787
53720	2.2		Fatigue		discontinuation			8789
53721	1.6		ALT increased		discontinuation			8789
53722	1.6		Headache		discontinuation			8789
53723	1		AST increased		discontinuation			8789
53724						No discontinuations due to treatment-related AEs were reported		8788
53725						No information on AE is provided		8790
53726			Headache					8791
53727	8.3		Nausea		dose reduction			8792
53728	2.1		Skin rash	grade 1	discontinuation			8793
53729			Somnolence					8794
53730	3.3		Somnolence		discontinuation			8796
53731	0.8		Irritability		discontinuation			8796
53732	0.8		Fatigue		discontinuation			8796
53733	0.8		Nightmare		discontinuation			8796
53734	0.8		Insomnia		discontinuation			8796
53735	13.6		Somnolence					8795
53736	1.2		Headache					8795
53737	2.5		Fatigue					8795
53738	1.2		Irritability					8795
53739	2.5		Abnormal dreams					8795
53740	2.5		Headache		discontinuation			8798
53741	1.3		Fatigue		discontinuation			8798
53742	1.3		Periorbital cellulitis		discontinuation			8798
53743	1.3		Atrial fibrillation		discontinuation			8799
53744	1.2		Upper respiratory tract infection		discontinuation			8797
53745	1.2		Acute cholecystitis		discontinuation			8797
53746	33.3		Hypertension	grade 3			TRUE	8800
53747	33.3		Dehydration	grade 3			TRUE	8800
53748	4		Left ventricular dysfunction	grade 3	discontinuation			8801
53749	20		Blood creatinine increased				TRUE	8802
53750	20		Renal failure	grade 3			TRUE	8802
53751	20		Diarrhea					8802
53752	20		Nausea					8802
53753	20.6		Blood creatinine increased				TRUE	8803
53754	44.1		Diarrhea					8803
53755	26.5		Nausea					8803
53756	5.9		Fatigue					8803
53757	8.8		Vomiting					8803
53758	8.8		Anemia					8803
53759	5.9		Hyperuricemia					8803
53760	5.9		Thrombocytopenia					8803
53761	11.6		Anemia	grade 3-4				8804
53762	3.2		Hyperuricemia	grade 3-4				8804
53763	2.9		Fatigue	grade 3-4	discontinuation			8804
53764	2.2		Diarrhea	grade 3-4	discontinuation			8804
53765	2.2		Thrombocytopenia	grade 3-4				8804
53766	1.4		Hyperkalemia	grade 3-4				8804
53767	0.7		Acute kidney injury	grade 3-4	discontinuation			8804
53768	0.7		ALT increased	grade 3-4				8804
53769	0.7		Allergic reaction	grade 3-4				8804
53770	0.7		AST increased	grade 3-4				8804
53771	0.7		Cardiac disorders	grade 3-4				8804
53772	0.7		Depression	grade 3-4				8804
53773	0.7		Dyspnea	grade 3-4				8804
53774	0.7		Hypophosphatemia	grade 3-4				8804
53775	0.7		Hypotension	grade 3-4				8804
53776	0.7		Lipase increased	grade 3-4				8804
53777	0.7		Nausea	grade 3-4				8804
53778	0.7		Pain	grade 3-4				8804
53779	0.7		Pain in extremity	grade 3-4				8804
53780	0.7		Thromboembolic event	grade 3-4				8804
53781	0.7		Thrombotic thrombocytopenic purpura	grade 3-4				8804
53782	0.7		Tumour lysis syndrome	grade 3-4				8804
53783	0.7		Vomiting	grade 3-4				8804
53784	0.7		QT interval prolonged		discontinuation			8804
53785	0.7		Blood uric acid increased		discontinuation			8804
53786	0.7		Drug hypersensitivity		discontinuation			8804
53787						No adverse effects leading to discontinuation were specified		8806
53788						No adverse effects leading to discontinuation were reported		8805
53789	18 pts		Thrombocytopenia	all grades				8811
53790	10 pts		Thrombocytopenia	grade 3-4				8811
53791	9 pts		Neutropenia	all grades				8811
53792	4 pts		Neutropenia	grade 3-4				8811
53793	2 pts		Diarrhea	all grades				8811
53794	1 pts		Diarrhea	grade 3-4				8811
53795	1 pts		Nausea	all grades				8811
53796	1 pts		Vomiting	all grades				8811
53797	1 pts		Anorexia	all grades				8811
53798	3 pts		Atrial fibrillation	all grades				8811
53799	5 pts		Abnormal ECG	all grades				8811
53800	1 pts		Hypertension	all grades				8811
53801	1 pts		Tremor	all grades				8811
53802	2 pts		Diarrhea	grade 3			TRUE	8809
53803	1 pts		Sudden death	grade 5			TRUE	8810
53804	2 pts		Anemia	grade 3				8807
53805	6 pts		Anemia	all grades				8807
53806	1 pts		Neutropenia	grade 3				8807
53807	2 pts		Neutropenia	all grades				8807
53808	1 pts		Thrombocytopenia	grade 3				8807
53809	16 pts		Thrombocytopenia	all grades				8807
53810	1 pts		Cardiac disorders	all grades				8807
53811	4 pts		Diarrhea	grade 3				8807
53812	18 pts		Diarrhea	all grades				8807
53813	2 pts		Asthenia	grade 3				8807
53814	8 pts		Asthenia	all grades				8807
53815	19 pts		Investigations	all grades				8807
53816	1 pts		Hypocalcemia	grade 3				8807
53817	4 pts		Hypocalcemia	all grades				8807
53818	5 pts		Nervous system disorders	all grades				8807
53819	2 pts		Renal and urinary disorders	all grades				8807
53820	1 pts		Respiratory, thoracic and mediastinal disorders	all grades				8807
53821	1 pts		Rash	grade 3				8807
53822	1 pts		Rash	all grades				8807
53823	1 pts		Dyspepsia	grade 3			TRUE	8808
53824	1 pts		Dyspepsia	grade 3	discontinuation	leads to discontinuation		8808
53825	1 pts		Thrombocytopenia	grade 3	discontinuation	leads to discontinuation		8808
53826	2 pts		Dehydration		discontinuation	leads to discontinuation		8813
53827	2 pts		Fatigue		discontinuation	leads to discontinuation		8813
53828	2 pts		Nausea		discontinuation	leads to discontinuation		8813
53829	2 pts		Vomiting		discontinuation	leads to discontinuation		8813
53830	1 pts		Fatigue	grade 2	discontinuation	leads to discontinuation	TRUE	8812
53831	2 pts		Dehydration	grade 2-3	discontinuation	leads to discontinuation	TRUE	8812
53832	1 pts		Dizziness	grade 2			TRUE	8812
53833	1 pts		Hypotension	grade 2			TRUE	8812
53834	1 pts		Nausea	grade 3	discontinuation	leads to discontinuation	TRUE	8812
53835	1 pts		Vomiting	grade 3	discontinuation	leads to discontinuation	TRUE	8812
53836	17		Hypoxia	grade 3			TRUE	8817
53837	17		Pleural effusion	grade 3			TRUE	8817
53838	20		Peripheral oedema	grade 3			TRUE	8816
53839						impossible to link AEs with the definite dose		8814
53840	4 pts		Electrocardiogram QTc interval prolonged	grade 3	discontinuation	leads to discontinuation		8816
53841			Fetal damage	grade 5		WARNING		8815
53842						No adverse side effects were recorded.		8818
53843						No adverse effects leading to discontinuation were reported.		8819
53844						No adverse effects mentioned		8820
53845	83 pts		Hyperphosphataemia					8821
53846	59 pts		Stomatitis					8821
53847	43 pts		Fatigue					8821
53848	41 pts		Alopecia					8821
53849	37 pts		Dry eyes					8821
53850						No information on AE is provided		8822
53851	83.3		Dry skin					8823
53852	16.7		Pruritus					8823
53853	33.3		Fatigue	grade 1-3	discontinuation			8823
53854	50		Nausea					8823
53855	33.3		Constipation					8823
53856	16.7		Dyspepsia					8823
53857	16.7		Vomiting					8823
53858	16.7		Dizziness					8823
53859	33.3		Headache					8823
53860	16.7		Anorexia	grade 3				8823
53861	16.7		Arthralgia					8823
53862	16.7		Dry eye					8823
53863	16.7		Weight decrease					8823
53864	7.7		Anorexia	grade 3	discontinuation			8824
53865	7.7		Vomiting	grade 2	discontinuation			8824
53866	15.4		Nausea	grade 2	discontinuation			8824
53867	2.8		Hyponatremia	grade 3	discontinuation			8825
53868	25		QT interval prolonged		discontinuation		TRUE	8826
53869	25		Thrombocytopenia	grade 4			TRUE	8826
53870	50		Fatigue	grade 2-3				8826
53871	25		Neutropenia	grade 4			TRUE	8828
53872	25		Thrombocytopenia	grade 3			TRUE	8828
53873	25		Upper gastrointestinal hemorrhage	grade 3			TRUE	8828
53874	25		Diarrhea	grade 3			TRUE	8828
53875						no DLTs were noted in the group treated with 280 mg/m2/day		8827
53876						No adverse effects leading to discontinuation were reported; no DLTs		8830
53877	50		Cytokine release syndrome	grade 3	discontinuation		TRUE	8831
53878	50		Cytokine release syndrome	grade 4	discontinuation		TRUE	8829
53879						No AEs were reported		8832
53880	3 pts		Anemia	grade 1-2				8834
53881	1 pts		Anemia	grade 3-4				8834
53882	1 pts		Leukopenia	grade 1-2				8834
53883	1 pts		Thrombocytopenia	grade 1-2				8834
53884	2 pts		Thrombocytopenia	grade 3-4				8834
53885	12 pts		Nausea	grade 1-2				8834
53886	6 pts		Vomiting	grade 1-2				8834
53887	5 pts		Diarrhea	grade 1-2				8834
53888	7 pts		Fatigue	grade 1-2				8834
53889	3 pts		Fatigue	grade 3-4				8834
53890	10 pts		Alanine aminotransferase increase	grade 1-2				8834
53891	10 pts		Aspartate aminotransferase increased	grade 1-2				8834
53892	2 pts		Alanine aminotransferase increase	grade 3-4				8834
53893	2 pts		Aspartate aminotransferase increased	grade 3-4				8834
53894	3 pts		Hyperbilirubinemia	grade 1-2				8834
53895	3 pts		Azotemia	grade 1-2				8834
53896	6 pts		Anorexia	grade 1-2				8834
53897	1 pts		Anorexia	grade 3-4				8834
53898	6 pts		Hyperglycemia	grade 1-2				8834
53899	1 pts		Hyperglycemia	grade 3-4				8834
53900	2 pts		Dehydration	grade 1-2				8834
53901	2 pts		Hypokalemia	grade 1-2				8834
53902	1 pts		Headache	grade 3-4				8834
53903	2 pts		Abdominal pain	all grades				8833
53904	9 pts		Abnormal liver function tests	all grades				8833
53905	3 pts		Abnormal liver function tests	grade 3-4				8833
53906	1 pts		Anemia	all grades				8833
53907	4 pts		Anorexia	all grades				8833
53908	4 pts		Constipation	all grades				8833
53909	7 pts		Diarrhea	all grades				8833
53910	3 pts		Dizziness	all grades				8833
53911	9 pts		Fatigue	all grades				8833
53912	3 pts		Fluid retention	all grades				8833
53913	1 pts		Fluid retention	grade 3-4				8833
53914	4 pts		Hyperglycemia	all grades				8833
53915	1 pts		Hyperglycemia	grade 3-4				8833
53916	4 pts		Musculoskeletal discomfort	all grades				8833
53917	19 pts		Nausea	all grades				8833
53918	19 pts		Vomiting	all grades				8833
53919	8 pts		Skin disorder	all grades				8833
53920	8 pts		Disorder nail	all grades				8833
53921	2 pts		Cognitive disorder		discontinuation	leads to dose interruption and reduction		8835
53922	2 pts		Aphasia		discontinuation	leads to dose interruption and reduction		8835
53923	2 pts		Irritability		discontinuation	leads to dose interruption and reduction		8835
53924	1.4		Respiratory failure		discontinuation	leads to discontinuation		8836
53925	0.7		Dyspnea		discontinuation	leads to discontinuation		8836
53926	0.7		Myocardial infarction		discontinuation	leads to discontinuation		8836
53927	0.7		Cognitive disorder NEC		discontinuation	leads to discontinuation		8836
53928	0.7		Mood disorder		discontinuation	leads to discontinuation		8836
53929	7		Edema		discontinuation	leads to dose interruption		8836
53930	6		Hypertriglyceridemia		discontinuation	leads to dose interruption		8836
53931	5		Peripheral neuropathy		discontinuation	leads to dose interruption		8836
53932	4.4		Cognitive disorder NEC		discontinuation	leads to dose interruption		8836
53933	3.7		Lipase increased		discontinuation	leads to dose interruption		8836
53934	3.4		Hypercholesterolemia		discontinuation	leads to dose interruption		8836
53935	3.1		Mood disorder		discontinuation	leads to dose interruption		8836
53936	2.7		Dyspnea		discontinuation	leads to dose interruption		8836
53937	2.7		Pneumonia		discontinuation	leads to dose interruption		8836
53938	2		Hypertension		discontinuation	leads to dose interruption		8836
53939	6		Edema		discontinuation	leads to dose reduction		8836
53940	4.7		Peripheral neuropathy		discontinuation	leads to dose reduction		8836
53941	4.1		Cognitive disorder NEC		discontinuation	leads to dose reduction		8836
53942	3.1		Mood disorder		discontinuation	leads to dose reduction		8836
53943	0.3		Acute leukemia		discontinuation	leads to discontinuation		8837
53944	0.3		Brain compression		discontinuation	leads to discontinuation		8837
53945	0.3		Embolism		discontinuation	leads to discontinuation		8837
53946	0.3		Hallucinations		discontinuation	leads to discontinuation		8837
53947	0.3		Headache		discontinuation	leads to discontinuation		8837
53948	0.3		Hydrocephalus		discontinuation	leads to discontinuation		8837
53949	0.3		Hypoxia		discontinuation	leads to discontinuation		8837
53950	0.3		Leukocytosis		discontinuation	leads to discontinuation		8837
53951	0.3		Loss of consciousness		discontinuation	leads to discontinuation		8837
53952	0.3		Lung infection		discontinuation	leads to discontinuation		8837
53953	0.3		Mental status changes		discontinuation	leads to discontinuation		8837
53954	0.3		Parkinsonian gait		discontinuation	leads to discontinuation		8837
53955	0.3		Peripheral swelling		discontinuation	leads to discontinuation		8837
53956	0.3		Thrombocytopenia		discontinuation	leads to discontinuation		8837
53957	0.3		Tinnitus		discontinuation	leads to discontinuation		8837
53958	0.3		Vomiting		discontinuation	leads to discontinuation		8837
53959	1.7		Hypertriglyceridemia		discontinuation	leads to dose reduction		8837
53960	1		Arthralgia		discontinuation	leads to dose reduction		8837
53961	1		Dizziness		discontinuation	leads to dose reduction		8837
53962	1		Hallucinations		discontinuation	leads to dose reduction		8837
53963	1		Weight increased		discontinuation	leads to dose reduction		8837
53964	1.7		Blood amylase increased		discontinuation	leads to dose interruption		8837
53965	1.7		Diarrhea		discontinuation	leads to dose interruption		8837
53966	1.7		Fatigue		discontinuation	leads to dose interruption		8837
53967	1.7		Asthenia		discontinuation	leads to dose interruption		8837
53968	1.4		Dizziness		discontinuation	leads to dose interruption		8837
53969	1.4		Fall		discontinuation	leads to dose interruption		8837
53970	1.4		Hyperglycemia		discontinuation	leads to dose interruption		8837
53971	1.4		Pyrexia		discontinuation	leads to dose interruption		8837
53972	1		ALT increased		discontinuation	leads to dose interruption		8837
53973	1		Anemia		discontinuation	leads to dose interruption		8837
53974	1		Arthralgia		discontinuation	leads to dose interruption		8837
53975	1		Atrial fibrillation		discontinuation	leads to dose interruption		8837
53976	1		Back pain		discontinuation	leads to dose interruption		8837
53977	1		Ejection fraction decreased		discontinuation	leads to dose interruption		8837
53978	1		Mental status changes		discontinuation	leads to dose interruption		8837
53979	1		Pericardial effusion		discontinuation	leads to dose interruption		8837
53980	1		Pleural effusion		discontinuation	leads to dose interruption		8837
53981	1		Acute respiratory failure		discontinuation	leads to dose interruption		8837
53982	1		Respiratory failure		discontinuation	leads to dose interruption		8837
53983	1		Vomiting		discontinuation	leads to dose interruption		8837
53984	1		Weight increased		discontinuation	leads to dose interruption		8837
53985	14.3		Depressed level of consciousness	grade 4			TRUE	8838
53986	28.6		Thrombotic microangiopathy	grade 3			TRUE	8838
53987	33.3		Hypertension	grade 3			TRUE	8839
53988	37.5		Hypertension		discontinuation			8840
53989	6.2		Proteinuria		discontinuation			8840
53990	33.3		ALT increased	grade 3			TRUE	8841
53991	33.3		Fatigue	grade 3			TRUE	8841
53992	50		Hyperphosphatemia	grade 1-2			TRUE	8842
53993						No adverse effects leading to discontinuation were reported		8844
53994	66.7		Hypotension	grade 3			TRUE	8843
53995	50		Ataxia	grade 3			TRUE	8850
53996	66.7		Tremor	grade 2-3			TRUE	8850
53997	16.7		Ataxia	grade 2			TRUE	8847
53998	16.7		Tremor	grade 2			TRUE	8847
53999	16.7		Tremor	grade 2			TRUE	8848
54000	16.7		Nausea	grade 3			TRUE	8848
54001	16.7		Vomiting	grade 3			TRUE	8848
54002	16.7		Creatinine increased	grade 2			TRUE	8848
54003	50		Tremor	grade 2-3			TRUE	8849
54004	20		Lipase increased	grade 3			TRUE	8846
54005			Nausea					8845
54006			Diarrhea					8845
54007			Tremor					8845
54008			Vomiting					8845
54009			Fatigue					8845
54010			Ataxia	grade 4				8845
54011			Dehydration					8845
54012			Dizziness					8845
54013	10		Ataxia	grade 3	discontinuation			8851
54014	10		Haemolytic uraemic syndrome	grade 3	discontinuation			8851
54015	10		Thrombotic microangiopathy	grade 3	discontinuation			8851
54016	2 pts		Neutropenia	grade 3				8854
54017	1 pts		Lymphopenia	grade 3				8854
54018	1 pts		Thrombocytopenia	grade 3				8854
54019	1 pts		Anemia	grade 3				8854
54020	1 pts		Leucopenia	grade 3				8854
54021	1 pts		Nausea	grade 3				8854
54022	1 pts		Diarrhea	grade 3				8854
54023	1 pts		Hypophosphatemia	grade 3				8854
54024	1 pts		Myelosuppression	grade 4	discontinuation		TRUE	8855
54025	1 pts		Supraventricular tachyarrhythmia		discontinuation		TRUE	8855
54026	1 pts		Neutropenia	grade 4			TRUE	8853
54027	1 pts		Pancytopenia	grade 4			TRUE	8853
54028	1 pts		Fatigue	grade 3			TRUE	8853
54029	2 pts		Vomiting	grade 2				8852
54030	1 pts		Fatigue	grade 2				8852
54031	1 pts		Anemia	grade 3				8852
54032	1 pts		Hyponatremia	grade 3				8852
54033	2 pts		Thrombocytopenia	grade 3				8852
54034	2 pts		Nausea	grade 3				8852
54035	1 pts		Leukopenia	grade 4				8852
54036	5 pts		Neutropenia	grade 4				8852
54037	5		Erythematous rash	grade 3			TRUE	8858
54038	14.3		Stomatitis	grade 3			TRUE	8860
54039	57.1		Erythematous rash	grade 3-4			TRUE	8860
54040	100		Skin rash	grade 3			TRUE	8856
54041	2.6		Stomatitis	grade 3			TRUE	8859
54042	2.6		Skin rash	grade 3	discontinuation		TRUE	8859
54043	18.4		Skin rash	grade 3	dose interruption|dose reduction		TRUE	8859
54044	5.3		Skin rash	grade 3			TRUE	8859
54045	17.6		Skin rash	grade 3			TRUE	8857
54046	5.9		Dermatitis acneiform	grade 3			TRUE	8857
54047	4.3		Neutropenic infection	grade 5	discontinuation			8861
54048						no DLTs were observed		8863
54049	25		Nausea	grade 3			TRUE	8862
54050	25		Deep vein thrombosis	grade 3			TRUE	8862
54051	25		Vomiting	grade 3			TRUE	8862
54052	25		Abdominal pain	grade 3			TRUE	8862
54053	25		Mental status changes	grade 3			TRUE	8862
54054	25		Diarrhea	grade 3			TRUE	8862
54055	25		Fatigue	grade 3			TRUE	8862
54056	25		Fatigue	grade 4			TRUE	8862
54057	11		Heartburn	grade 1				8865
54058	11		Feeling hot	grade 1				8865
54059	11		Cannula site pain	grade 1				8865
54060	11		C-reactive protein increased	grade 1				8865
54061	11		Pain of extremities	grade 1				8865
54062	11		Headache	grade 1				8865
54063	11		Throat irritation	grade 1				8865
54064	10		Hypertension					8864
54065	3		Hemoglobin decreased					8864
54066	17		Hemoglobin increased					8864
54067	14		Nausea					8864
54068	10		Vomiting					8864
54069	8.3		Diarrhoea	grade 1-2				8866
54070	25		Nausea	grade 1-2				8866
54071	8.3		Vomiting	grade 1-2				8866
54072	8.3		Haemoglobin decreased	grade 1-2				8866
54073	8.3		Anorexia	grade 1-2				8866
54074	8.3		Peripheral oedema	grade 1-2				8866
54075	16.7		Fatigue	grade 1-2				8866
54076	8.3		Alopecia	grade 1-2				8866
54077	8.3		Phlebitis	grade 1-2				8866
54078	8.3		Blood lactate dehydrogenase	grade 1-2				8866
54079	23.8		Platelet count decreased	grade 1-2				8867
54080	33.3		Neutrophil count decreased	grade 1-3				8867
54081	4.8		Neutropenia	grade 1-3				8867
54082	23.8		White blood cell count decreased	grade 1-2				8867
54083	16.7		Anemia	grade 1-2				8867
54084	2.4		Weight decreased	grade 1-2				8867
54085	35.7		Nausea	grade 1-2				8867
54086	19		Constipation	grade 1-2				8867
54087	19		Vomiting	grade 1-2				8867
54088	14.3		Diarrhea	grade 1-2				8867
54089	11.9		Ascites	grade 1-2				8867
54090	2.4		Stomatitis	grade 1-2				8867
54091	21.4		Pyrexia	grade 1-2				8867
54092	26.2		Fatigue	grade 1-2				8867
54093	11.9		Edema peripheral	grade 1-2				8867
54094	4.8		Malaise	grade 1-2				8867
54095	14.3		Asthenia	grade 1-2				8867
54096	52.4		Decreased appetite	grade 1-2				8867
54097	9.5		Hypoalbuminemia	grade 1-2				8867
54098	16.7		Rash	grade 1-2				8867
54099	4.8		Rash maculo-papular	grade 1-2				8867
54100	11.9		Nasopharyngitis	grade 1-2				8867
54101	11.9		Cancer pain	grade 1-2				8867
54102	9.5		Insomnia	grade 1-2				8867
54103	2.4		Upper gastrointestinal hemorrhage	grade 3				8867
54104	2.4		Pneumocystis jirovecii pneumonia	grade 3				8867
54105			Aspiration pneumonia	grade 5				8867
54106			Cardiac failure	grade 5				8867
54107			Small intestinal obstruction	grade 5				8867
54108	2 pts		White blood cell count increased	serious	dose interruption			8868
54109	2 pts		White blood cell count increased	serious	discontinuation			8868
54110	2 pts		Bacterial sepsis	serious	dose interruption			8868
54111	2 pts		Bacterial sepsis	serious	discontinuation			8868
54112	1 pts		Diarrhea					8869
54113	1 pts		Fatigue					8869
54114	2 pts		Fatigue					8869
54115	2 pts		Vomiting					8869
54116	1 pts		Dyspepsia					8870
54117	1 pts		Headache					8870
54118	1 pts		Nausea					8870
54119	1 pts		Abdominal distension					8870
54120	2 pts		Diarrhea					8870
54121	1 pts		Fatigue					8870
54122	1 pts		Loose stools					8870
54123	1 pts		Abdominal pain upper					8870
54124	42.9		Diarrhea	grade 3			TRUE	8871
54125	14.3		Skin toxicity					8871
54126	14.3		Stomatitis	grade 1-2				8871
54127	57.1		Diarrhea	grade 1-2				8871
54128	100		Rash	grade 1-2				8871
54129	28.6		Asthenia	grade 1-2				8871
54130	14.3		Nausea	grade 1-2				8871
54131	28.6		Nausea	grade 3				8871
54132	14.3		Vomiting	grade 1-2				8871
54133	28.6		Vomiting	grade 3				8871
54134	28.6		Dry skin	grade 1-2				8871
54135	14.3		Anorexia	grade 1-2				8871
54136	28.6		Dehydration	grade 1-2				8871
54137	14.3		Pruritus	grade 1-2				8871
54138	53.8		Diarrhea	grade 1-2				8873
54139	30.8		Diarrhea	grade 3				8873
54140	46.1		Rash	grade 1-2				8873
54141	15.4		Rash	grade 3				8873
54142	30.8		Stomatitis	grade 1-2				8873
54143	46.1		Nausea	grade 1-2				8873
54144	15.4		Vomiting	grade 1-2				8873
54145	23.1		Anorexia	grade 1-2				8873
54146	23.1		Dry skin	grade 1-2				8873
54147	7.7		Asthenia	grade 1-2				8873
54148	7.7		Dehydration	grade 1-2				8873
54149	7.7		Dehydration	grade 3				8873
54150	15.4		Pruritus	grade 1-2				8873
54151	100		Diarrhea	grade 3			TRUE	8875
54152			Diarrhea		discontinuation			8876
54153	76.9		Diarrhea	grade 1-2				8874
54154	23.1		Diarrhea	grade 3				8874
54155	100		Rash	grade 1-2				8874
54156	76.9		Asthenia	grade 1-2				8874
54157	23.1		Nausea	grade 1-2				8874
54158	15.4		Nausea	grade 3				8874
54159	38.7		Stomatitis	grade 1-2				8874
54160	7.7		Stomatitis	grade 3				8874
54161	46.1		Anorexia	grade 1-2				8874
54162	7.7		Anorexia	grade 3				8874
54163	23.1		Vomiting	grade 1-2				8874
54164	7.7		Vomiting	grade 3				8874
54165	15.4		Dehydration	grade 1-2				8874
54166	23.1		Dry skin	grade 1-2				8874
54167	30.8		Taste perversion	grade 1-2				8874
54168	23.1		Exfoliative dermatitis	grade 1-2				8874
54169	7.7		Pruritus	grade 1-2				8874
54170	15.4		Constipation	grade 1-2				8874
54171	5		Diarrhea	grade 3			TRUE	8872
54172	90		Diarrhea	grade 1-4				8872
54173	75		Nausea	grade 1-4				8872
54174	70		Asthenia	grade 1-4				8872
54175	65		Anorexia	grade 1-4				8872
54176	50		Abdominal pain	grade 1-4				8872
54177	50		Rash	grade 1-2				8872
54178	60		Vomiting	grade 1-4				8872
54179	50		Skin disorder	grade 1-4				8872
54180	50		Stomatitis	grade 1-2				8872
54181	40		Fever	grade 1-4				8872
54182	25		Pain	grade 1-4				8872
54183	25		Diarrhea	grade 3	discontinuation			8879
54184	25		Diarrhea	grade 2	dose reduction			8879
54185	25		Rash	grade 2	dose reduction			8879
54186			Diarrhea	grade 3			TRUE	8877
54187			Diarrhea	grade 3	dose reduction			8878
54188			Hypotension	grade 3	dose reduction			8878
54189			Dehydration	grade 3	dose reduction			8878
54190						There were no deaths, other serious or severe adverse events or discontinuations due to adverse events during any of the studies.		8880
54191						There were no deaths, other serious or severe adverse events or discontinuations due to adverse events during any of the studies.		8881
54192	1 pts		Blepharospasm		discontinuation			8882
54193						No information on AE is provided		8884
54194	2		Rash					8883
54195	4		Diarrhoea					8883
54196	8		Tremor					8883
54197	2		Pharyngitis					8883
54198	4		Urinary tract infection					8883
54199	4		ALT increased					8883
54200	2		Dizziness					8883
54201	4		Fatigue					8883
54202	2		Nausea					8883
54203	4		Chest pain					8883
54204	5.9		Insomnia					8885
54205	29		Neutropenia				TRUE	8888
54206	29		Thrombocytopenia				TRUE	8888
54207	2 pts		Febrile neutropenia				TRUE	8886
54208	1 pts		Febrile neutropenia				TRUE	8887
54209	100		Maculopapular rash	grade 2-3	discontinuation		TRUE	8889
54210	14.3		Maculopapular rash	grade 3			TRUE	8890
54211	40		Rash	grade 1-3			TRUE	8891
54212			Maculopapular rash	grade 3			TRUE	8892
54213	33.3		Febrile neutropenia	grade 3	discontinuation		TRUE	8894
54214	33.3		Febrile neutropenia	grade 3	discontinuation		TRUE	8896
54215	33.3		Erythema multiforme	grade 3	discontinuation		TRUE	8896
54216	4		Rash	grade 3	discontinuation			8895
54217	3		Pneumonitis		discontinuation			8895
54218	3		Diarrhoea	grade 3-4	discontinuation			8895
54219	2		Abdominal pain		discontinuation			8895
54220	2		Stomatitis		discontinuation			8895
54221	3		Transaminases increased	grade 3	discontinuation			8895
54222	10		Diarrhoea	grade 3	discontinuation			8893
54223	7		Rash	grade 3	discontinuation			8893
54224						No adverse effects leading to discontinuation were reported		8897
54225	20 pts		Diarrhea	all grades				8903
54226	13 pts		Rash	all grades				8903
54227	16 pts		Stomatitis	all grades				8903
54228	11 pts		Pruritus	all grades				8903
54229	11 pts		Decreased appetite	all grades				8903
54230	6 pts		Dermatitis acneiform	all grades				8903
54231	3 pts		Palmar-plantar erythrodysaesthesia syndrome	all grades				8903
54232	6 pts		Rhinorrhea	all grades				8903
54233	13 pts		Paronychia	all grades				8903
54234	6 pts		Mucosal inflammation	all grades				8903
54235	4 pts		Nausea	all grades				8903
54236	4 pts		Vomiting	all grades				8903
54237	3 pts		Fatigue	all grades				8903
54238	6 pts		Dry skin	all grades				8903
54239	3 pts		Diarrhea	grade 3-4				8903
