Brand Name,Generic Name,Approval Date,Manufacturer,Drug Class
['Osteoforce'],"MEDULLA OSSIS SUIS, CALCAREA CARBONICA, CALCAREA FLUORICA, CAUSTICUM, COCCULUS INDICUS, LEDUM PALUSTRE, PHOSPHORICUM ACIDUM, RHUS TOX",20170215,"['BioActive Nutritional, Inc.']",N/A
N/A,N/A,20191227,N/A,N/A
['Lansoprazole'],LANSOPRAZOLE,20190729,"[""Dr. Reddy's Laboratories Limited""]",N/A
N/A,N/A,20140929,N/A,N/A
N/A,N/A,20200705,N/A,N/A
N/A,N/A,20160428,N/A,N/A
N/A,N/A,20131120,N/A,N/A
N/A,N/A,20210312,N/A,N/A
N/A,N/A,20160330,N/A,N/A
['BOTANICL TINTED FACE SUNSCREEN'],TINTED FACE SUNSCREEN,20240412,"['Shenzhen XiaoMai Manufacturing Co., Ltd.']",N/A
N/A,N/A,20160414,N/A,N/A
['Allergiemittel'],"CARDIOSPERMUM HALICACABUM FLOWERING TOP, GALPHIMIA GLAUCA FLOWERING TOP, LUFFA OPERCULATA FRUIT",20200430,['Schwabe Mexico S.A. de C.V.'],N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20240412,N/A,N/A
['Umcka ColdCare Sugar Free Grape'],PELARGONIUM SIDOIDES,20240625,"['Schwabe North America, Inc']",N/A
N/A,N/A,20140423,N/A,N/A
['NowNoon Hydrating Mineral Sunscreen Cream BROAD SPECTRUM SPF 50'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
N/A,N/A,20240426,N/A,N/A
N/A,N/A,20210315,N/A,N/A
N/A,N/A,20161207,N/A,N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20161028,N/A,N/A
['FUROSEMIDE'],FUROSEMIDE,20240403,"['Henry Schein, Inc.']",N/A
['Stay Awake'],CAFFEINE,20240822,"['United Natural Foods, Inc. dba UNFI']",N/A
['ROSUVASTATIN CALCIUM'],ROSUVASTATIN CALCIUM,20170705,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
N/A,N/A,20150118,N/A,N/A
['Guaifenesin and Dextromethorphan HBr'],GUAIFENESIN AND DEXTROMETHORPHAN HBR,20240529,['KROGER COMPANY'],N/A
N/A,N/A,20181115,N/A,N/A
['Diclofenac Sodium'],DICLOFENAC SODIUM,20240628,['KROGER COMPANY'],N/A
N/A,N/A,20171121,N/A,N/A
N/A,N/A,20201006,N/A,N/A
N/A,N/A,20120703,N/A,N/A
['Ibuprofen PM'],IBUPROFEN AND DIPHENHYDRAMINE CITRATE,20240726,['KROGER COMPANY'],N/A
N/A,N/A,20191016,N/A,N/A
['Triamterene and Hydrochlorothiazide'],TRIAMTERENE AND HYDROCHLOROTHIAZIDE,20230104,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
['CHILDRENS IBUPROFEN'],IBUPROFEN,20240701,['KROGER COMPANY'],N/A
N/A,N/A,20161014,N/A,N/A
N/A,N/A,20220114,N/A,N/A
N/A,N/A,20150713,N/A,N/A
N/A,N/A,20201201,N/A,N/A
['CLINIQUE ACNE SOLUTIONS CLEANSING FOAM'],SALICYLIC ACID,20240722,['CLINIQUE LABORATORIES LLC'],N/A
N/A,N/A,20150512,N/A,N/A
N/A,N/A,20231205,N/A,N/A
['PHENYTOIN SODIUM'],PHENYTOIN SODIUM,20191101,['Proficient Rx LP'],N/A
['Arsenicum sulphuratum rubrun'],TETRAARSENIC TETRASULFIDE,20240412,['Boiron'],N/A
N/A,N/A,20140612,N/A,N/A
['Allerpoll HP'],"ALLIUM CEPA, AMBROSIA ARTEMISIAEFOLIA, APIS MELLFICA, ARSENICUM ALBUM, EUPHRASIA OFFICINALIS, NUX VOMICA, PHOSPHORUS, PULSATILLA (VULGARIS), SOLIDAGO VIRGAUREA, SULPHUR",20220323,"['Energique, Inc.']",N/A
['Daytime Nighttime Cold and Flu Relief Multi-Symptom'],"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE, PHENYLEPHRINE HCL",20240416,"['P & L Development, LLC']",N/A
N/A,N/A,20210205,N/A,N/A
['LUXURY BODY RITUAL HYDRATING SPF 30'],ZINC OXIDE,20240412,['JANE STREET LLC'],N/A
['Treatonic Lidocaine Numbing Cream'],LIDOCAINE,20240528,"['Orange Lab, Inc']",N/A
['BACITRACIN'],BACITRACIN,20241022,['CVS Pharmacy'],N/A
['Pregabalin'],PREGABALIN,20240412,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
['Rocuronium Bromide'],ROCURONIUM BROMIDE,20240412,"['Medical Purchasing Solutions, LLC']",N/A
['Cetirizine Hydrochloride'],CETIRIZINE HYDROCHLORIDE,20240412,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
['Cortrosyn'],COSYNTROPIN,20240412,"['Medical Purchasing Solutions, LLC']",N/A
['cilostazol'],CILOSTAZOL,20240412,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
['Aminocaproic Acid'],AMINOCAPROIC ACID,20240412,"['Medical Purchasing Solutions, LLC']",N/A
['Calendula Thuja'],CALENDULA THUJA,20240411,['Uriel Pharmacy Inc.'],N/A
N/A,N/A,20230207,N/A,N/A
['Hydrocortisone'],HYDROCORTISONE,20241029,['H E B'],N/A
['KALI IODATUM 1X'],POTASSIUM IODIDE,20221219,"['Natural Creations, Inc.']",N/A
N/A,N/A,20141107,N/A,N/A
N/A,N/A,20180813,N/A,N/A
['Hemotone'],"URTICA URENS, FERRUM METALLICUM, ARANEA DIADEMA, ARSENICUM ALBUM, INDIUM METALLICUM, LACHESIS MUTUS, NATRUM MURIATICUM, PHOSPHORUS",20220310,"['Energique, Inc.']",N/A
N/A,N/A,20200504,N/A,N/A
N/A,N/A,20171023,N/A,N/A
['Gold Bond Medicated Extra Strength Body'],MENTHOL,20240901,"['Chattem, Inc.']",N/A
N/A,N/A,20140801,N/A,N/A
N/A,N/A,20100715,N/A,N/A
N/A,N/A,20240925,N/A,N/A
N/A,N/A,20171219,N/A,N/A
['Allergy Relief'],DIPHENHYDRAMINE HYDROCHLORIDE,20240412,['NEWVUE LLC'],N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20190326,N/A,N/A
['Ivermectin'],IVERMECTIN,20211230,['CVS Pharmacy'],N/A
N/A,N/A,20240412,N/A,N/A
['Mucus Relief'],GUAIFENESIN 400 MG,20240412,['NewVue LLC'],N/A
['Sennosides'],SENNOSIDES,20240412,['NewVue LLC'],N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20191018,N/A,N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20240412,N/A,N/A
N/A,N/A,20100809,N/A,N/A
['NowNoon Hydrating Mineral Sunscreen Cream BROAD SPECTRUM SPF 30'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
N/A,N/A,20161010,N/A,N/A
N/A,N/A,20130719,N/A,N/A
['NowNoon SKINCARE SPF 50 BROAD SPECTRUM SPF 50 TINTED FACE SUNSCREEN Cream'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
['NowNoon SKINCARE 50 Face BROAD SPECTRUM SPF 50 Tinted Mineral Cream'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
['NowNoon MINERAL UV TINT FACE Liquid with Vitamin E SPF 30 TINTED SUNSCREEN Cream'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
N/A,N/A,20240829,N/A,N/A
['Nownoon Skin Care Universal Tinted Moisturizer Spf 46 Cream'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
['NOWNOON SKIN CARE anti-aging perfector light to neutral 30 Cream'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
N/A,N/A,20150515,N/A,N/A
['care one ibuprofen'],IBUPROFEN,20181121,['American Sales Company'],N/A
['NowNoon Mineral Sunscreen Ultralight Emulsion BROAD SPECIRUM SPF 50 Cream'],TITANIUM DIOXIDE,20240427,"['Guangzhou Zhicunxiu Cosmetics Co., Ltd']",N/A
N/A,N/A,20240413,N/A,N/A
N/A,N/A,20240413,N/A,N/A
['sensitive skin sunscreen'],SUNSCREEN,20240413,"['Shenzhen XiaoMai Manufacturing Co., Ltd.']",N/A
['PARURE GOLD SKIN MATTE FOUNDATION NO-TRANSFER HIGH PERFECTION 24H CARE AND WEAR INFUSED WITH 24K GOLD AND WHITE PEONY WITH SUNSCREEN BROADSPECTRUM SPF 15 3N'],"OCTISALATE, TITANIUM DIOXIDE",20231108,['Guerlain'],N/A
N/A,N/A,20240413,N/A,N/A
N/A,N/A,20240413,N/A,N/A
N/A,N/A,20240413,N/A,N/A
N/A,N/A,20240413,N/A,N/A
N/A,N/A,20111220,N/A,N/A
['Coxsackie'],"COXSACKIE B1, B4",20160414,"['BioActive Nutritional, Inc.']",N/A
N/A,N/A,20240413,N/A,N/A
N/A,N/A,20130131,N/A,N/A
N/A,N/A,20240413,N/A,N/A
['divalproex sodium'],DIVALPROEX SODIUM,20181206,"[""Dr.Reddy's Laboratories Limited""]",N/A
N/A,N/A,20161219,N/A,N/A
N/A,N/A,20200619,N/A,N/A
['TAKHZYRO'],LANADELUMAB-FLYO,20240415,"['Takeda Pharmaceuticals America, Inc.']",N/A
['Tobramycin'],TOBRAMYCIN,20230530,['Amneal Pharmaceuticals LLC'],N/A
N/A,N/A,20241022,N/A,N/A
N/A,N/A,20150513,N/A,N/A
N/A,N/A,20190911,N/A,N/A
N/A,N/A,20170419,N/A,N/A
['AVON Feelin Fresh Essence Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
['AVON OnDuty 24 Hours Essence Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
['AVON Imari Chic Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
['AVON Mesmerize Essence Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
['AVON Skin So Soft Soft and Sensual Essence Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
N/A,N/A,20220103,N/A,N/A
['coco and eve tan boosting anti-aging body oil spf 30'],COCO AND EVE TAN BOOSTING ANTI-AGING BODY OIL SPF 30,20231116,['Supernova USA Inc.'],N/A
['AVON Far Away Voyage Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
['AVON Night Magic Essence Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
['AVON Rare Jade Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
N/A,N/A,20230111,N/A,N/A
['AVON Cool Confidence Essence Roll-On Anti-Perspirant Deodorant'],ALUMINUM CHLOROHYDRATE,20240402,['The Avon Company'],N/A
N/A,N/A,20150520,N/A,N/A
N/A,N/A,20100526,N/A,N/A
['Nebivolol'],NEBIVOLOL,20231203,['A-S Medication Solutions'],N/A
['PARURE GOLD SKIN MATTE FOUNDATION NO-TRANSFER HIGH PERFECTION 24H CARE AND WEAR INFUSED WITH 24K GOLD AND WHITE PEONY WITH SUNSCREEN BROADSPECTRUM SPF 15 3W'],"OCTISALATE, TITANIUM DIOXIDE",20231108,['Guerlain'],N/A
['Bupropion Hydrochloride'],BUPROPION HYDROCHLORIDE,20241018,['REMEDYREPACK INC.'],N/A
N/A,N/A,20150105,N/A,N/A
N/A,N/A,20130630,N/A,N/A
['Omnaris'],CICLESONIDE,20221108,"['Covis Pharma US, Inc']",N/A
N/A,N/A,20181130,N/A,N/A
N/A,N/A,20120326,N/A,N/A
['Linezolid'],LINEZOLID,20240729,['Hikma Pharmaceuticals USA Inc.'],N/A
N/A,N/A,20160111,N/A,N/A
['Nifedipine'],NIFEDIPINE,20230602,"['TWi Pharmaceuticals, Inc.']",N/A
N/A,N/A,20110915,N/A,N/A
N/A,N/A,20100304,N/A,N/A
N/A,N/A,20200604,N/A,N/A
N/A,N/A,20170306,N/A,N/A
N/A,N/A,20191108,N/A,N/A
N/A,N/A,20150820,N/A,N/A
N/A,N/A,20211115,N/A,N/A
['TRAMADOL HYDROCHLORIDE'],TRAMADOL HYDROCHLORIDE,20240710,['REMEDYREPACK INC.'],N/A
['NINA WATER (Rich anions)'],WATER,20240413,"['BIOHERB Co., Ltd.']",N/A
N/A,N/A,20200623,N/A,N/A
['Guardian Vaginal'],BENZALKONIUM CHLORIDE,20240424,['Eastern Century Pharmaceuticals'],N/A
N/A,N/A,20180827,N/A,N/A
N/A,N/A,20150304,N/A,N/A
N/A,N/A,20200422,N/A,N/A
['CALC PHOS'],CALCIUM PHOSPHATE,20221207,"[""Hyland's Inc.""]",N/A
N/A,N/A,20230501,N/A,N/A
N/A,N/A,20111111,N/A,N/A
['Senna Laxative'],SENNOSIDES,20240805,['The Kroger Co.'],N/A
['Acetaminophen'],ACETAMINOPHEN,20230715,['CHAIN DRUG MARKETING ASSOCIATION INC.'],N/A
['Ivermectin'],IVERMECTIN,20221228,['WALMART INC.'],N/A
['Calciforce'],"ARNICA MONTANA, CHAMOMILLA, ECHINACEA (ANGUSTIFOLIA), BORON CITRATE, SYMPHYTUM OFFICINALE, CALCAREA FLUORICA, CALCAREA PHOSPHORICA, HEKLA LAVA, LYCOPODIUM CLAVATUM, SILICEA, CALCAREA CARBONICA",20230607,"['BioActive Nutritional, Inc.']",N/A
N/A,N/A,20230222,N/A,N/A
['ADR-Bal'],ADRENAL SUPPORT,20231228,"['Vitality Works, Inc.']",N/A
['Sovereign Silver'],ARGENTUM METALLICUM,20241010,['Natural Immunogenics Corp.'],N/A
N/A,N/A,20150407,N/A,N/A
N/A,N/A,20211222,N/A,N/A
['Euphorbium officinarum'],EUPHORBIA RESINIFERA RESIN,20100501,['Washington Homeopathic Products'],N/A
N/A,N/A,20101124,N/A,N/A
['NITROGLYCERIN'],NITROGLYCERIN,20240201,['Proficient Rx LP'],N/A
N/A,N/A,20220124,N/A,N/A
['Hydrocortisone Butyrate'],HYDROCORTISONE BUTYRATE,20241007,['The J. Molner Company LLC'],N/A
['Chlordiazepoxide Hydrochloride and Clidinium Bromide'],CHLORDIAZEPOXIDE HYDROCHLORIDE AND CLIDINIUM BROMIDE,20231205,['Bryant Ranch Prepack'],N/A
N/A,N/A,20190401,N/A,N/A
N/A,N/A,20191203,N/A,N/A
['Dakota Muscle Relief'],"MENTHOL, UNSPECIFIED FORM",20211208,"['LaShe Naturals, LLC']",N/A
N/A,N/A,20190123,N/A,N/A
N/A,N/A,20200131,N/A,N/A
['DESMOPRESSIN ACETATE'],DESMOPRESSIN ACETATE,20241003,['Bryant Ranch Prepack'],N/A
N/A,N/A,20171127,N/A,N/A
N/A,N/A,20150514,N/A,N/A
N/A,N/A,20120424,N/A,N/A
N/A,N/A,20201229,N/A,N/A
N/A,N/A,20150827,N/A,N/A
N/A,N/A,20220124,N/A,N/A
N/A,N/A,20060228,N/A,N/A
N/A,N/A,20111216,N/A,N/A
N/A,N/A,20090709,N/A,N/A
N/A,N/A,20211229,N/A,N/A
N/A,N/A,20171114,N/A,N/A
N/A,N/A,20230116,N/A,N/A
"['Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate, and Amphetamine Sulfate']","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AND AMPHETAMINE SULFATE",20240112,['Bryant Ranch Prepack'],N/A
['Bupropion Hydrochloride SR'],BUPROPION HYDROCHLORIDE,20241007,"['Radha Pharmaceuticals, Inc.']",N/A
['S'],SALICYLIC ACID SHAMPOO,20240510,['Bondi Boost U.s LLC'],N/A
['Motion Sickness Relief'],MECLIZINE HCL,20240419,"['DOLGENCORP, LLC']",N/A
N/A,N/A,20201204,N/A,N/A
N/A,N/A,20170303,N/A,N/A
N/A,N/A,20171001,N/A,N/A
N/A,N/A,20150108,N/A,N/A
N/A,N/A,20221220,N/A,N/A
['Quetiapine Fumarate'],QUETIAPINE FUMARATE,20240520,['Bryant Ranch Prepack'],N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20151016,N/A,N/A
N/A,N/A,20240414,N/A,N/A
['Drs. ACNE SPOT TREATMENT'],SALICYLIC ACID,20240415,"['OL PHARMA TECH, LLC Drs. PHARMACY']",N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20240414,N/A,N/A
N/A,N/A,20200611,N/A,N/A
N/A,N/A,20240414,N/A,N/A
['Drs. DIAPER RASH MAXIMUM STRENGTH'],ZINC OXIDE,20240414,"['OL PHARMA TECH, LLC Drs PHARMACY']",N/A
N/A,N/A,20181215,N/A,N/A
N/A,N/A,20200721,N/A,N/A
['Cetirizine Hydrochloride'],CETIRIZINE HYDROCHLORIDE,20210521,['Ohm Laboratories Inc.'],N/A
N/A,N/A,20150515,N/A,N/A
['A-36'],"BOS TAURUS ADRENAL GLAND, AGRIMONIA EUPATORIA, BELLIS PERENNIS, CAMPHOR (NATURAL), MATRICARIA CHAMOMILLA, EQUISETUM HYEMALE, FRAXINUS AMERICANA BARK, FORMICA RUFA, HISTAMINE DIHYDROCHLORIDE, IODINE, POTASSIUM DICHROMATE, CANIS LUPUS FAMILIARIS MILK, SODIUM CHLORIDE, ANEMONE PULSATILLA, SALIX NIGRA BARK, AND TOBACCO LEAF",20220529,"['DNA Labs, Inc.']",N/A
N/A,N/A,20231007,N/A,N/A
N/A,N/A,20240415,N/A,N/A
['Emergency Contraceptive'],LEVONORGESTREL,20241009,['Cardinal Health (Leader) 70000'],N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20171106,N/A,N/A
N/A,N/A,20190611,N/A,N/A
['Witch Hazel'],WITCH HAZEL,20240927,['Pharmacy Vlaue Alliance LLC'],N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
['Laxative Pills Maximum Strength'],SENNOSIDES,20230211,['H E B'],N/A
['health mart esomeprazole magnesium'],ESOMEPRAZOLE,20191218,['Strategic Sourcing Services LLC'],N/A
['Care'],ALCOHOL,20190102,"['Top Chemical Co., Inc.']",N/A
N/A,N/A,20211108,N/A,N/A
['Natural Relief Patch for MOTION SICKNESS'],"CALENDULA OFFICINALIS, CHAMOMILLA, SEPIA, TABACUM, COCCULUS INDICUS, NUX VOMICA",20240115,"['Centered Enterprises, LLC']",N/A
N/A,N/A,20211019,N/A,N/A
N/A,N/A,20180821,N/A,N/A
['LIDOCORE (single unit patch)'],LIDOCAINE 4%,20240910,"['Ion Pharma, LLC']",N/A
['Jungshea UNSEEN SUNSCREEN'],UNSEEN SUNSCREEN,20240415,"['Shenzhen XiaoMai Manufacturing Co., Ltd.']",N/A
['Bacitracin Zinc'],BACITRACIN ZINC,20240111,['Ezricare Llc'],N/A
N/A,N/A,20241029,N/A,N/A
['Escitalopram'],ESCITALOPRAM,20240416,['Preferred Pharmaceuticals Inc.'],N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20210913,N/A,N/A
N/A,N/A,20240415,N/A,N/A
['Tadalafil'],TADALAFIL,20190107,"['Aphena Pharma Solutions - Tennessee, LLC']",N/A
N/A,N/A,20190926,N/A,N/A
['PHENDIMETRAZINE TARTRATE'],PHENDIMETRAZINE TARTRATE,20230824,"['Acertis Pharmaceuticals, LLC']",N/A
N/A,N/A,20240422,N/A,N/A
N/A,N/A,20140528,N/A,N/A
N/A,N/A,20131212,N/A,N/A
['sensodyne'],POTASSIUM NITRATE AND SODIUM FLUORIDE,20240513,['Haleon US Holdings LLC'],N/A
['up and up hydrocortisone'],HYDROCORTISONE,20170829,['Target Corporation'],N/A
['Cancer Council Protect and Hydrate Radiance SPF50 Plus'],"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",20240415,['Vitality US Co.'],N/A
N/A,N/A,20170203,N/A,N/A
N/A,N/A,20210705,N/A,N/A
N/A,N/A,20150515,N/A,N/A
['TYLENOL Regular Strength'],ACETAMINOPHEN,20241107,['Kenvue Brands LLC'],N/A
N/A,N/A,20221121,N/A,N/A
['Indomethacin'],INDOMETHACIN,20240827,['REMEDYREPACK INC.'],N/A
N/A,N/A,20210505,N/A,N/A
N/A,N/A,20180109,N/A,N/A
N/A,N/A,20210622,N/A,N/A
['METHYLPREDNISOLONE'],METHYLPREDNISOLONE,20230810,"['RPK Pharmaceuticals, Inc.']",N/A
['Handy Solutions Hand Sanitizer'],ALCOHOL,20240415,['Navajo Manufacturing Company Inc.'],N/A
N/A,N/A,20161202,N/A,N/A
N/A,N/A,20160105,N/A,N/A
['Tums Chewy Bites Assorted Berries'],CALCIUM CARBONATE,20240415,['Navajo Manufacturing Company Inc.'],N/A
['Promethazine Hydrochloride and Dextromethorphan Hydrobromide'],PROMETHAZINE HYDROCHLORIDE AND DEXTROMETHORPHAN HYDROBROMIDE,20240928,['Wockhardt USA LLC.'],N/A
['Enamelon'],STANNOUS FLUORIDE,20241024,['Premier Dental Products Company'],N/A
N/A,N/A,20230113,N/A,N/A
['Hydrating Mineral Sunscreen BS SPF30'],ZINC OXIDE,20240415,['Allure Labs'],N/A
N/A,N/A,20180107,N/A,N/A
['Trazodone Hydrochloride'],TRAZODONE HYDROCHLORIDE,20230419,"['Quality Care Products, LLC']",N/A
['Drs. Pharmacy Triple Antibiotic Plus Pain relief'],"BACITRACIN ZINC, NEOMYCIN SULFATE, POLYMYXIN B SULFATE, LIDOCAINE",20240415,"['OL PHARMA TECH, LLC Drs PHARMACY']",N/A
['Quality Choice Oral Pain Relief'],"BENZOCAINE 20%, BENZALKONIUM CHLORIDE 1%",20240415,['Quality Choice (CHAIN DRUG MARKETING ASSOCIATION)'],N/A
['Vicks DayQuil FOR PEOPLE WITH DIABETES COLD and FLU'],"ACETAMINOPHEN, DEXTROMETHORPHAN HBR",20240415,['The Procter & Gamble Manufacturing Company'],N/A
['Drs pharmacy triple antibiotic Pain plus itch plus Scar'],"BACITRACIN ZINC, POLYMYXIN B SULFATE, NEOMYCIN SULFATE OINTMENT",20240415,"['OL PHARMA TECH, LLC']",N/A
N/A,N/A,20220322,N/A,N/A
['Vicks NyQuil FOR PEOPLE WITH DIABETES COLD and FLU'],"ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE",20240530,['The Procter & Gamble Manufacturing Company'],N/A
['OGEE CLEARGANICS TARGETED BLEMISH TREATMENT'],SALICYLIC ACID ACNE MEDICATION,20240605,['Ogee Inc'],N/A
N/A,N/A,20160718,N/A,N/A
N/A,N/A,20181211,N/A,N/A
['Propranolol Hydrochloride'],PROPRANOLOL HYDROCHLORIDE,20241010,['Bryant Ranch Prepack'],N/A
['Cancer Council Daily Body Moisturizer SPF50 Plus'],"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",20240415,['Vitality US Co.'],N/A
['Cancer Council Invisible Fluid SPF50 Plus'],"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",20240415,['Vitality US Co.'],N/A
['Hydralazine Hydrochloride'],HYDRALAZINE HYDROCHLORIDE,20240111,['Bryant Ranch Prepack'],N/A
N/A,N/A,20180430,N/A,N/A
N/A,N/A,20191031,N/A,N/A
['b pure Hydrating Hand Sanitizer Vanilla Sugar Cookie Scented'],ALCOHOL,20240624,"['FOURSTAR GROUP USA, INC.']",N/A
['Alcohol Wipes'],ALCOHOL,20211213,"['Meizhou Jubona Technology Co., Ltd.']",N/A
N/A,N/A,20201126,N/A,N/A
N/A,N/A,20171102,N/A,N/A
['Renes Cuprum'],RENES CUPRUM,20180524,['Uriel Pharmacy Inc.'],N/A
N/A,N/A,20160309,N/A,N/A
N/A,N/A,20240917,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20210707,N/A,N/A
N/A,N/A,20200611,N/A,N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20221018,N/A,N/A
['ondansetron hydrochloride'],ONDANSETRON HYDROCHLORIDE,20211124,"[""Dr. Reddy's Laboratories Limited""]",N/A
N/A,N/A,20240415,N/A,N/A
N/A,N/A,20240415,N/A,N/A
['good sense itch relief'],"DIPHENHYDRAMINE HYDROCHLORIDE, ZINC ACETATE",20240924,['L. Perrigo Company'],N/A
N/A,N/A,20120307,N/A,N/A
N/A,N/A,20130707,N/A,N/A
N/A,N/A,20221208,N/A,N/A
['Neutrogena Collagen Bank SPF Moisturizer Sunscreen Broad Spectrum SPF 30'],"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",20240912,['Kenvue Brands LLC'],N/A
N/A,N/A,20190826,N/A,N/A
N/A,N/A,20240416,N/A,N/A
['Lidocaine Hydrochloride'],LIDOCAINE HYDROCHLORIDE,20240826,['Hikma Pharmaceuticals USA Inc.'],N/A
N/A,N/A,20240416,N/A,N/A
N/A,N/A,20240416,N/A,N/A
N/A,N/A,20140623,N/A,N/A
N/A,N/A,20240416,N/A,N/A
['Lamotrigine'],LAMOTRIGINE,20240605,"['Preferred Pharmaceuticals, Inc.']",N/A
['Timoptic in Ocudose'],TIMOLOL MALEATE,20211228,['Amring Pharmaceuticals Inc.'],N/A
['NumbR-X'],LIDOCAINE HCL,20240719,['Prodigy Media Inc'],N/A
['Antiseptic Mouth Rinse'],"EUCALYPTOL, MENTHOL, METHYL SALICYLATE, THYMOL",20240731,"['Liberty Procurement, Inc']",N/A
N/A,N/A,20140510,N/A,N/A
['Diazepam'],DIAZEPAM,20240429,['Alembic Pharmaceuticals Limited'],N/A
N/A,N/A,20240416,N/A,N/A
N/A,N/A,20111229,N/A,N/A
['Humco Charcoal Activated'],ACTIVATED CHARCOAL,20231215,['Humco Holding Group. Inc.'],N/A
N/A,N/A,20240416,N/A,N/A
N/A,N/A,20240416,N/A,N/A
N/A,N/A,20171228,N/A,N/A
N/A,N/A,20211019,N/A,N/A
['Propafenone Hydrochloride'],PROPAFENONE HYDROCHLORIDE,20240323,['Zydus Pharmaceuticals (USA) Inc.'],N/A
N/A,N/A,20240809,N/A,N/A
N/A,N/A,20231116,N/A,N/A
N/A,N/A,20210111,N/A,N/A
N/A,N/A,20231010,N/A,N/A
N/A,N/A,20161130,N/A,N/A
['Progesterone'],PROGESTERONE,20240613,['AvKARE'],N/A
N/A,N/A,20201218,N/A,N/A
N/A,N/A,20170106,N/A,N/A
['Methocarbamol'],METHOCARBAMOL,20240207,"['Asclemed USA, Inc.']",N/A
N/A,N/A,20140428,N/A,N/A
['Cancer Council Everyday Active SPF50 Plus'],"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE",20240416,['Vitality US Co.'],N/A
N/A,N/A,20210115,N/A,N/A
['Cancer Council Mineral Fluid SPF50'],ZINC OXIDE,20241024,['Vitality US Co.'],N/A
